#
#  2016-09-13
#  String Localization Table
#
#  This file has two comma-separated columns, the first column is the string
#  key, the second is the localized value.
#
#  This file MUST be UTF-8 encoded, and must only be edited by text editors
#  that are capable of editing UTF-8 text files.  The following editors have
#  been confirmed as working properly:
#
#    Visual Studio
#    SciTE
#
#  The following text editors DO NOT WORK, do not use them or you will
#  destroy this file:
#
#    XEmacs
#    EditPlus
#
 
#################################################
# Strings for use in GUI
#################################################

CloseButtonText,סגור
BackupPanelTitle,אחסון בארכיון
BackupPanelOptionsLabel,אפשרויות אחסון בארכיון
BackupPanelDeleteOldestLabel,מחק את האחסונים הישנים ביותר בארכיון כשהדיסק מלא
BackupPanelProgressRunningLabel,מבצע אחסון בארכיון, %1%%% בוצע.
BackupPanelProgressDoneLabel,אחסון בארכיון הושלם בהצלחה.
BackupPanelProgressUserAbortedLabel,אחסון בארכיון הופסק בהצלחה.
BackupPanelProgressNoDataLabel,אחסון בארכיון הופסק בשל היעדר נתונים.
BackupPanelProgressNoDiskSpaceLabel,אחסון בארכיון הופסק בשל היעדר מקום בדיסק או שגיאת כתיבה.
BackupPanelProgressTimedOutLabel,אחסון בארכיון הופסק בשל תום הזמן הקצוב לפעולת הדיסק.
BackupPanelProgressUnknownErrorLabel,אחסון בארכיון הופסק בשל שגיאה לא ידועה.
BackupPanelStartLabel,התחל אחסון בארכיון
BackupPanelAbortLabel,הפסק אחסון בארכיון
BackupPanelErrorMessage,אירעה שגיאה בעת האחסון בארכיון של נתוני השרת.
BackupPanelDoneLabel,אישור



#################################################
# System Explorer Strings
#################################################

SystemExplorerStreamAllDevices,הצג הכול
SystemExplorerAddToViewPanel,הוסף לתצוגה
SystemExplorerExpandAll,הרחב הכול
SystemExplorerCollapseAll,כווץ הכול

#################################################
# Property Dialog Strings
#################################################

PropertyDialogProperties,מאפיינים
PropertyDialogLocation,מיקום
PropertyDialogFolder,בחר מיקום:
PropertyDialogPlacement,גרור כדי לסדר מחדש:
PropertyDialogExpanderHeader,לחץ להצגת המיקום

#################################################
# Web Page Strings
#################################################



WebLinkNodeAddToViewLabel,הוסף לתצוגה
WebLinkNodeEditLabel,עריכה...
WebLinkNodeRemoveLabel,מחק
WebLinkNodeRemoveQuery,האם אתה בטוח שברצונך למחוק את דף האינטרנט '%1%'?

WebLinkPanelBackwardToolTip,חזור אחורה
WebLinkPanelForwardToolTip,הרץ קדימה
WebLinkPanelHomeToolTip,עבור לדף הבית
WebLinkPanelZoomToolTip,רמת זום
WebLinkPanelGoToolTip,עבור לכתובת URL
WebLinkPanelRefreshToolTip,רענן

WebPanelZoomAuto,התאם לרוחב
WebPanelZoom400,400%%
WebPanelZoom200,200%%
WebPanelZoom150,150%%
WebPanelZoom100,100%%
WebPanelZoom75,75%%
WebPanelZoom66,66%%
WebPanelZoom50,50%%
WebPanelZoom35,35%%
WebPanelZoom20,20%%

WebPanelNoZoomWarning,רמות הזום מחייבות שימוש בדפדפן Internet Explorer 7 או גרסה חדשה יותר.  שדרג את גרסת Internet Explorer במערכת כדי לאפשר שימוש בזום.
WebLinkSaveFailureText,אירעה שגיאה בעת שמירת דף האינטרנט '%1%'.


#################################################
# Maps Strings
#################################################

MapPropertiesPanelTitle,מאפייני מפה
MapSaveButtonText,שמור
MapChangeFileButtonText,החלפת תמונה...
MapEditPropertiesText,עריכת מאפיינים...
FileFilterMapImage,קובצי תמונה (‎*.jpg‏, ‎*.jpeg‏, ‎*.bmp‏, ‎*.png‏, ‎*.gif)|‏‎*.jpg;‏‎*.jpeg;‏‎*.bmp;‏‎*.png;‏‎*.gif|כל הקבצים ‎(*.*)|*.*‎
MapFileDialogTitle,בחירת תמונת מפה
MapDefaultName,מפה חדשה
MapSaveNotYetSavedMessageText,לשמור שינויים במפה '%1%'?
MapNameLabel,שם מפה:
MapImageLabel,תמונה:
CreateMapCommandText,מפה חדשה...
MapEditMenuText,עריכה...
MapDeleteMenuText,מחק
MapDeleteQueryText,האם אתה בטוח שברצונך למחוק את המפה '%1%'?
MapEditTitle,עורך: %1%
MapSaveFailureText,אירעה שגיאה בעת מחיקת המפה '%1%'.
MapLoadImageError,אירעה שגיאה בעת טעינת תמונת המפה.
MapDeleteImageError,אירעה שגיאה בעת מחיקת תמונת המפה.
MapForwardButtonText,קדימה
MapForwardButtonToolTip,עבור למפה הבאה
MapBackButtonText,חזרה
MapBackButtonToolTip,עבור למפה הקודמת
MapObjectIconButtonText,הצג כסמל
MapObjectIconViewConeCheckBoxText,הצג שדה תצוגה
MapObjectRectangleButtonText,הצג כמלבן
MapObjectEllipseButtonText,הצג כאליפסה
MapObjectPolygonButtonText,הצג כמצולע
MapObjectPolygonResetButtonText,צייר מחדש מצולע
MapObjectPolygonEditText,צייר מצולע על המפה.
MapObjectCameraRoiButtonText,שינוי אזור תמונה...
MapObjectPolygonEditDoneLabel,בוצע
MapObjectPolygonEditCancelLabel,ביטול
MapCameraPolygonNoPointsError,במצולע חייבו‏ת להיות שלוש נקודות לפחות.
MapObjectShowLabelLabel,הצג שם
MapCameraRoiFormTitle,שינוי אזור תמונה
MapCameraRoiFormCaption,בחר את אזור התמונה שיוזרם כאשר המצלמה נבחרת במפה.
MapObjectDeleteText,מחיקה מהמפה
MapObjectDeleteQuery,האם אתה בטוח שברצונך למחוק אובייקט זה מהמפה?
MapEditLoadingTitle,טוען...

MapError,למפה חייבים להיות שם ותמונה.
MapImageSizeError,התמונה גדולה מדי. בחר תמונה אחרת.
MapImageSizeWarning,התמונה שנבחרה גדולה מ-9 MP ועלולה לגרום לבעיות ביצועים. להמשיך?
MapImageUnavailable,תמונת מפה אינה זמינה

#################################################
# View Strings
#################################################




SaveMenuItemSaveAsNewViewText,שמור כתצוגה חדשה
SaveMenuItemUpdateSavedViewText,עדכן תצוגה שנשמרה
SaveViewTabCommandToolTip,שמור תצוגה
CollaborateViewTabCommandToolTip,שתף פעולה

SaveViewPanelSettingsClusterText,אתר:
SaveViewPanelSettingsNameText,שם:
SaveViewPanelSettingsLogicalIDText,מזהה לוגי:
SaveViewSaveFailureText,אירעה שגיאה בעת שמירת התצוגה '%1%'.

ShareViewPanelRequestUserText,בחר משתמש:
ShareViewPanelRequestUserLabel,%1% ב-%2%
ShareViewPanelRequestNoUsersError,לא ניתן להתחיל הפעלת שיתוף פעולה, אין משתמשים נוספים המחוברים לאתר.

ShareViewPanelResponseQuery,האם לאשר הזמנה להפעלת שיתוף פעולה מ-'%1%' ב-'%2%'?

ShareViewPanelResultAcceptedText,המשתמש '%1%' ב-'%2%' הצטרף להפעלת שיתוף הפעולה
ShareViewPanelResultRejectedText,המשתמש '%1%' ב-'%2%' דחה את הפעלת שיתוף הפעולה

SystemExplorerDeleteSavedView,מחק
SystemExplorerDeleteSavedViewCaption,מחק
SystemExplorerDeleteSavedViewText,האם אתה בטוח שברצונך למחוק את התצוגה השמורה?

SystemExplorerDeleteSavedMonitorText,האם אתה בטוח שברצונך למחוק את צג ה-virtual matrix?

SpawnViewWindowCommandText,חלון חדש
SystemExplorerAddViewToNewTab,פתח

SystemExplorerEditSavedView,עריכה...
SystemExplorerRenameSavedView,שינוי שם
TabCloseToolTip,סגור תצוגה
NewTabToolTip,משימה חדשה

NewTaskCommandLabel,משימה חדשה...



ViewModeLiveCommandText,שידור חי
ViewModeLiveCommandToolTip,מצב תצוגה חיה
ViewModePlaybackCommandText,מוקלט
ViewModePlaybackCommandToolTip,מצב תצוגת הקלטה
ViewPanelTitle,הצג את %1%

ViewLayoutCycleCommandToolTip,תצוגות במחזור
ViewLayoutFullScreenCommandToolTip,מסך מלא

EndFullScreenCommandText,צא ממצב מסך מלא

ImageContextMenuLive,שידור חי
ImageContextMenuPlayback,מוקלט

FormEventsToolTip,אירועים
FormOtherTasksToolTip,תפריט יישומים

FormMinimizeToolTip,מזער
FormMaximizeToolTip,הגדל
FormRestoreToolTip,שחזר מטה
FormCloseToolTip,סגור

#################################################
# Transaction View Strings
#################################################

TransactionViewContextMenuLive,שידור חי
TransactionViewContextMenuPlayback,מוקלט
TransactionViewDeviceToolTip,הצגת מצלמה
TransactionViewDeviceSelectTitle,בחירת מצלמה
TransactionViewDeviceSelectLabel,בחר את המצלמה להצגה:


#################################################
# Layout Strings
#################################################

ViewLayoutCommandText,%1% חלוקות
ViewLayoutSingleDivisionCommandText,חלוקה %1%

ViewLayoutDropMenuCommandToolTip,שינוי פריסה
ViewLayoutEditCommandText,עריכת פריסות...
ViewLayoutMgmtFormTitle,ערוך פריסות

ViewLayoutEditListText,פריסות:
ViewLayoutEditRowsText,שורות:
ViewLayoutEditColumnsText,טורים:
ViewLayoutEditRestoreDefaultsQuery,האם אתה בטוח שברצונך לשחזר את כל פריסות ברירת המחדל?

ViewLayoutClipPlaybackText,אוטומטי
ViewLayoutTooManyDevices,לא ניתן להציג בתצוגה מקדימה את כל ההזרמות. ניתן להציג %1% תצוגות מקדימות לכל היותר.

#################################################
# System Tree String
#################################################

ChildPanelCloseToolTip,סגור
ChildPanelFocusToolTip,הגדל
ChildPanelUnfocusToolTip,שחזר מטה
 
#################################################
# System Tree String
#################################################

SystemTreeInactiveSearchText,חיפוש...
SystemObjectPickerItemsText,%1% פריטים

#################################################
# Image Panel Strings
#################################################

ImagePanelRegionMaskingAddCommandText,הגדר אזור
ImagePanelRegionMaskingRemoveCommandText,נקה אזור
ImagePanelRegionMaskingDrawCommandText,צייר
ImagePanelSelectAllText,הגדר הכל
ImagePanelClearAllText,נקה הכל
ImagePanelCameraLabel,מצלמה:

ImageContextMenuEndStream,סגור
ImageContextMenuFitToPanel,התאם ללוח
ImageContextMenuZoomFullWide,הקטנה מלאה
ImageContextMenuMaximize,הגדל
ImageContextMenuRestore,שחזר מטה
ImageContextMenuReplay30Sec,צפייה חוזרת - 30 שניות
ImageContextMenuReplay60Sec,צפייה חוזרת - 60 שניות
ImageContextMenuReplay90Sec,צפייה חוזרת - 90 שניות
ImagePanelContextMenuSnapshot,שמור תמונה
ImagePanCommandToolTip,כלי פנורמה
ImagePanelCloseButtonToolTip,סגור
ImagePanelFocusModeMaximizeToolTip,הגדל
ImagePanelFocusModeRestoreToolTip,שחזר מטה
ImagePanelSnapshotToolTip,שמור תמונה
ImagePanelVolumeOnToolTip,האזנה
ImagePanelVolumeOffToolTip,השתקה
ImagePanelVolumeLevelToolTip,הגדר עוצמת שמע
ImagePanelDefogModeOffToolTip,כבוי
ImagePanelDefogModeOnToolTip,מופעל
ImagePanelDefogModeAutoToolTip,אוטומטי
ImagePanelDefogLevelToolTip,הגדר רמה של ביטול ערפל דיגיטלי
ImagePanelClientMicrophoneToolTip,ווקי-טוקי סלולרי (PTT)
ImageZoomInCommandToolTip,כלי הגדלת תמונה
ImageZoomNoneCommandToolTip,כלי סמן
ImageZoomOutCommandToolTip,כלי הקטנת תמונה
ImagePanelManualRecordStartToolTip,התחל הקלטה ידנית
ImagePanelManualRecordStopToolTip,עצור הקלטה ידנית
ImagePanelTriggerDigitalOutputToolTip,הפעל פלט דיגיטלי
ImagePanelTriggerDigitalOutputSelectTitle,בחר פלט דיגיטלי
ImagePanelTriggerDigitalOutputSelectLabel,בחר את הפלט הדיגיטלי להפעלה:
ImagePanelViewPosToolTip,הצג טרנזקציות POS
ImagePanelViewPosSelectTitle,בחר מקור POS
ImagePanelViewPosSelectLabel,בחר את מקור ה-POS להצגה:

ImagePanelManualRecordStartError,אירעה שגיאה בעת התחלת ההקלטה.
ImagePanelManualRecordStartCommunicationError,אירעה שגיאה בעת התחלת ההקלטה.\nייתכן שהשרת אינו תומך בהקלטה ידנית.

ImagePanelManualRecordStopError,אירעה שגיאה בעת עצירת ההקלטה.

ImagePanelArmToolTip,טען לוח
ImagePanelDisarmToolTip,פרוק לוח

ImagePanelAlertAckLabel,אשר
ImagePanelAlertCameraPreviousToolTip,הצג את המצלמה הקודמת
ImagePanelAlertCameraNextToolTip,הצג את המצלמה הבאה

ImagePanelSelectDigitalOutputLabel,בחר פלט דיגיטלי:

ImagePanelPtzControls,פקדי PTZ

#################################################
# Analytics Panel Strings
#################################################

AnalyticsMenuTruePerson,אדם אמיתי
AnalyticsMenuFalsePerson,אדם כוזב
AnalyticsMenuTrueVehicle,רכב אמיתי
AnalyticsMenuFalseVehicle,רכב כוזב
AnalyticsMenuNotUsed,לא בשימוש

!AnalyticsAppearanceSearch,Appearance Search
!AnalyticsAppearanceSearchAddMatch,Add Match
!AnalyticsAppearanceSearchRemoveMatch,Remove Match
!AnalyticsAppearanceSearchRemoveResult,Remove Result
!AnalyticsAppearanceSearchAggregationNone,None
!AnalyticsAppearanceSearchAggregationMinimum,Minimum
!AnalyticsAppearanceSearchAggregationMaximum,Maximum
!AnalyticsAppearanceSearchAggregationMean,Mean


#################################################
# Overlay Strings
#################################################

DisplayGroupHeaderGeneral,כללי:
MainMenuSubItemOverlays,שכבות-על של תמונה:
TimeZoneHeaderText,אזור חותמת זמן:
CameraLocationOverlayCommandText,מיקום מצלמה
CameraNameOverlayCommandText,שם מצלמה
MotionOverlayCommandText,פעילות תנועה
RecordSymbolOverlayCommandText,מחוון הקלטה
FrameTimeOverlayCommandText,חותמת זמן
FrameLiveTimeOverlayCommandText,חותמת זמן אמת
LicensePlateOverlayCommandText,לוחית רישוי
SessionDebugOverlayCommandText,הצג שכבת-על של איתור באגים בהפעלה
AnalyticsOverlayCommandText,אירוע ניתוח נתונים
DeviceTimeZoneOverlayText,הצג זמן מכשיר
LocalTimeZoneOverlayText,הצג שעה מקומית
DisplayAdjustmentSettingsHeaderText,הגדרות התאמת תצוגה:

#################################################
# Bookmark Strings
#################################################

ContextMenuAddBookmark,הוסף סימנייה

BookmarkDefaultNewName,סימנייה חדשה

BookmarkFormTitle,ערוך סימנייה
BookmarkFormNameLabel,שם:
BookmarkFormDeviceLabel,מצלמות:
BookmarkFormDescriptionLabel,תיאור:
BookmarkFormProtectionLabel,הגנה על נתוני סימנייה
BookmarkFormPrivateLabel,הסימנייה פרטית
BookmarkFormTimeRangeLabel,טווח זמנים לסימנייה:

BookmarkFormSavingLabel,שומר...

BookmarkPopupText,התחלה: %1%\nסיום: %2%\nאתר: %3%\nנוצר על-ידי: %4%\nנוצר ב: %5%\n\n%6%
BookmarkPopupExportText,ייצוא
BookmarkPopupEditText,ערוך
BookmarkPopupRemoveText,מחק

BookmarkRemoveQuery,האם אתה בטוח שברצונך למחוק את הסימנייה '%1%'?

BookmarkTooLongError,משך הזמן של סימניות מוגנות לא יכול להיות ארוך מיום אחד.
BookmarkSaveError,לא ניתן לשמור את הסימנייה.
BookmarkNoDevicesError,יש לבחור לפחות מצלמה אחת כדי לשמור את הסימנייה.

WebBookmarkPanelNameColumn,Name
WebBookmarkPanelStartTimeColumn,Start Time 
WebBoomarkPanelTimeRangeError,טווח זמן הסימנייה לא יכול להסתיים לפני שהוא מתחיל. שנה את התחלת טווח הזמן
WebBoomarkPanelTimeRangeInputInvalid,השעה אינה תקפה. שנה את השדות הצבועים באדום.

#################################################
# Transport Strings
#################################################

TransportFormPauseToolTip,השהיה
TransportFormPlayToolTip,הפעלה
TransportFormStepBackwardToolTip,צעד אחורה
TransportFormStepForwardToolTip,צעד קדימה
DateTimeJumpButtonToolTip,דלג לתאריך/שעה


#################################################
# Timeline Strings
#################################################

TimelineDataLeftToolTip,עבור לאירוע קודם
TimelineDataRightToolTip,עבור לאירוע הבא
TimelineLeft12HourToolTip,חזור אחורה 12 שעות
TimelineLeft15MinToolTip,חזור אחורה 15 דקות
TimelineLeft15SecToolTip,חזור אחורה 15 שניות
TimelineLeft30MinToolTip,חזור אחורה 30 דקות
TimelineLeft30SecToolTip,חזור אחורה 30 שניות
TimelineLeft3HourToolTip,חזור אחורה 3 שעות
TimelineLeft5MinToolTip,חזור אחורה 5 דקות
TimelineLeft5SecToolTip,חזור אחורה 5 שניות
TimelineLeft6HourToolTip,חזור אחורה 6 שעות
TimelineLeftDayToolTip,חזור אחורה יום אחד
TimelineLeftHourToolTip,חזור אחורה שעה אחת
TimelineLeftMinToolTip,חזור אחורה דקה אחת
TimelineLeftMonthToolTip,חזור אחורה חודש אחד
TimelineLeftQuarterToolTip,חזור אחורה 3 חודשים
