#
#  2016-09-13
#  String Localization Table
#
#  This file has two comma-separated columns, the first column is the string
#  key, the second is the localized value.
#
#  This file MUST be UTF-8 encoded, and must only be edited by text editors
#  that are capable of editing UTF-8 text files.  The following editors have
#  been confirmed as working properly:
#
#    Visual Studio
#    SciTE
#
#  The following text editors DO NOT WORK, do not use them or you will
#  destroy this file:
#
#    XEmacs
#    EditPlus
#
 
#################################################
# Strings for use in GUI
#################################################

CloseButtonText,Sluiten
TimeRangeDurationHours,Uren
TimeRangeDurationMinutes,Minuten
TimeRangeDurationSeconds,Seconden


#################################################
# System Explorer strings
#################################################

DeviceStatusSuffixConnected,Verbonden
DeviceStatusSuffixStatusUpgrading,Bezig met upgraden
DeviceStatusSuffixStandby,Stand-by (P%1%)
DeviceStatusSuffixStandbyNoPriority,Stand-by
DeviceStatusSuffixFailoverActive,Verbonden
DeviceStatusSuffixStatusNotPresent,Niet aanwezig
DeviceStatusSuffixStatusTimedOut,Niet aanwezig
DeviceStatusSuffixStatusIncompatible,Niet-compatibel
DeviceStatusSuffixStatusNetwork,Netwerkfout
DeviceStatusSuffixStatusFailed,Fout
DeviceStatusSuffixStatusLicense,Licentiefout
DeviceStatusSuffixStatusResourceInUse,Niet beschikbaar
DeviceStatusSuffixStatusAuthFailed,Verificatie is mislukt
DeviceStatusSuffixStatusNotAuthorized,Niet toegestaan
DeviceStatusSuffixGeneralError,Fout
DeviceStatusSuffixDisconnected,Niet verbonden
DeviceStatusSuffixNotAquirable,Kan niet worden opgehaald
DeviceStatusSuffixNotPanomorph,Panomorf beeld niet gedetecteerd

ServerStatusSuffixIncompatible,Niet-compatibel
ServerStatusSuffixUpgrading,Bezig met upgraden
ServerStatusSuffixRecovering,Bezig met herstellen



#################################################
# Change Display Quality strings
#################################################

ShowDecompressorSetupFormCommandText,Weergavekwaliteit wijzigen...
ShowDecompressorSetupFormCommandToolTip,Weergavekwaliteit wijzigen
DecompressorSetupFormText,Weergavekwaliteit wijzigen:
DecompressorBiasLabelText,Selecteer de weergavekwaliteit. Deze instelling heeft geen invloed op de kwaliteit van de opname.
DecompressorBiasMaxQualityButtonText,Maximum
DecompressorBiasHighQualityButtonText,Hoog (standaard)
DecompressorBiasHighRateButtonText,Medium
DecompressorBiasMaxRateButtonText,Laag


#################################################
# On-Screen Pop-up strings
#################################################

UserNotificationFormTitle,Gebeurtenissen
UserNotificationFormHeaderText,De volgende gebeurtenissen zijn in het systeem opgetreden. Klik op een gebeurtenis om meer informatie te zien.


#################################################
# Display Adjustments strings
#################################################

DisplayPropertiesFormText,Weergaveaanpassingen
ImageContextMenuDisplayProperties,Weergaveaanpassingen...
BlackLevelText,Zwartniveau:
WhiteLevelText,Witniveau:
GammaText,Gamma:
EnableAutoContrastText,Auto-contrast inschakelen

#################################################
# Light Level Overlay strings
#################################################

StreamPropertiesPopoutCommandText,Streamingeigenschappen...
ImageAcquisitionLightLevelText,Lichtniveau:
ImageAcquisitionLightLevelNotApplicableText,N.v.t.

#################################################
# Main Menu strings
#################################################



#################################################
# Database Name strings
#################################################

DatabaseEnvNameDataStore,Gegevensopslag
DatabaseNameAppearanceInfo,Gegevens uiterlijk
DatabaseNameBookmarks,Bladwijzers
DatabaseNameControlSet,ControlSet
DatabaseEnvControlSet,ControlSet-omgeving
DatabaseNameFeatureVector,Functievector
DatabaseNamePointOfSale,POS-transactie
DatabaseNameRecording,Opname
DatabaseNameRules,Regels
DatabaseEnvRules,Regelsomgeving
DatabaseNameScheduler,Planner
DatabaseEnvScheduler,Planneromgeving
DatabaseNameSystemEvents,Systeemgebeurtenissen
DatabaseNameUsers,Gebruikers
DatabaseEnvUsers,Gebruikersomgeving
DatabaseEnvConfig,Configuratieomgeving
DatabaseNameLinks,Koppelingen
DatabaseNameAlarms,Alarmen
DatabaseNamev38Events,Gebeurtenissen (v3.8)
DatabaseEnvDirectory,Mappenomgeving
DatabaseNameDirectoryUserObjects,Gebruikersobjecten
DatabaseNameDirectoryClusterGeneral,Site algemeen
DatabaseNameAlarms,Alarmen
DatabaseNameDirectoryUsers,Gebruikers
DatabaseNameDirectoryDevices,Apparaten
DatabaseNameDirectoryServerGeneral,Server algemeen
DatabaseNameDirectoryAlarmsState,Alarmenstatus
DatabaseNameDirectoryLdapGeneral,LDAP algemeen
DatabaseNameDirectoryCrossSite,Meerdere locaties
DatabaseNameDirectoryHierarchy,Hiërarchie
DatabaseNameDirectoryChildSandbox,Kindgegevens
DatabaseNameDirectoryStorageManager,Opslagbeheer
DatabaseNameDirectoryBackupCfg,Back-upconfiguratie
DatabaseNameDirectoryEmailCfg,E-mailconfiguratie
DatabaseNameDirectoryBookmarks,Bladwijzers
DatabaseNameDirectoryLinks,Koppelingen
DatabaseNameDirectoryPackages,Pakketten
DatabaseNameDirectoryExternalNotification,Externe meldingen

#################################################
# Events strings
#################################################

EventCategoryUserString,gebruiker '%1%'
EventCategoryUserClientString,gebruiker '%1%' op client '%2%'

EventAlarmAcknowledgedName,Alarm bevestigd
EventAlarmAcknowledgedStringAuto,Alarm '%1%' is automatisch bevestigd.
EventAlarmAcknowledgedStringUser,Alarm '%1%' is bevestigd door '%2%'.
EventAlarmAcknowledgedStringUserWithNote,Alarm '%1%' is bevestigd door '%2%' met opmerking '%3%'.
EventAlarmAcknowledgedShortAuto,Automatisch bevestigd
EventAlarmAcknowledgedShortUser,Bevestigd door '%1%'
EventAlarmTriggeredName,Alarm geactiveerd
EventAlarmTriggeredString,Alarm '%1%' is geactiveerd.
EventAlarmTriggeredShort,Geactiveerd
EventAlarmAssignedName,Alarm toegewezen
EventAlarmAssignedString,Alarm '%1%' is toegewezen aan '%2%'.
EventAlarmAssignedShort,Toegewezen aan '%1%'
EventAlarmUnassignedName,Toewijzing alarm opgeheven
EventAlarmUnassignedString,Toewijzing alarm '%1%' is opgeheven.
EventAlarmUnassignedShort,Toewijzing opheffen
EventAlarmPurgedName,Alarm verwijderd
EventAlarmPurgedString,Alarm '%1%' is verwijderd.
EventAlarmPurgedShort,Verwijderd
EventAlarmRecordStartName,Alarmopname gestart
EventAlarmRecordStartString,Opname voor alarm '%1%' gestart
EventAlarmRecordEndName,Alarmopname beëindigd
EventAlarmRecordEndString,Opname voor alarm '%1%' beëindigd

EventAppBadShutdownName,Server onverwacht gestopt
EventAppBadShutdownString,De servertoepassing op %1% is eerder onverwacht gestopt.
EventAppLicensingExpiryName,Licentieverloopdatum
EventAppLicensingExpiryStringSoonToExpireAll,De licentie verloopt over %1% dagen op server %2%.
EventAppLicensingExpiryStringSoonToExpirePartially,De licentie verloopt over %1% dag(en) op server %10%; er zijn dan nog slechte %5% camerakanalen, %7% microfoonkanalen, %9% luidsprekerkanalen, %8% POS-transactiekanalen, %6% LPR-kanalen, gatewayverbindingen, %3% SDK-verbindingen en %4% integratieverbindingen.
EventAppLicensingExpiryStringSoonToExpirePartiallyNoGateway,De licentie verloopt over %1% dag(en) op server %10%; er zijn dan nog slechte %5% camerakanalen, %7% microfoonkanalen, %9% luidsprekerkanalen, %8% POS-transactiekanalen, %6% LPR-kanalen, geen gatewayverbindingen, %3% SDK-verbindingen en %4% integratieverbindingen.
EventAppLicensingExpiryStringLicenseExpiredAll,Licentie verlopen op server %1%. Servertoepassing wordt afgesloten.
EventAppLicensingExpiryStringLicenseExpiredPartially,Licentie is %1% dag(en) geleden op server %2% verlopen. Er is nog een geldige licentie.
EventAppServerStartName,Server is opgestart
EventAppServerStartString,Servertoepassing wordt gestart op %1%.
EventAppServerStopName,Server is gestopt
EventAppServerStopString,Servertoepassing wordt afgesloten op %1%.

EventDbEnvironmentDeletedName,Databaseomgeving verwijderd
EventDbEnvironmentDeletedString,Er is een kritieke fout opgetreden in database '%1%' op server %2%. De databaseomgeving is opnieuw gemaakt.
EventDbEnvironmentDeletedWithDbsName, Databaseomgeving en databases geforceerd verwijderd
EventDbEnvironmentDeletedWithDbsString,Er is een kritieke fout opgetreden in database '%1%' op server %2%. De database omgeving is opnieuw gemaakt; er kunnen gegevens verloren zijn gegaan.
EventDbEnvironmentRecoveredName,Databaseomgeving hersteld
EventDbEnvironmentRecoveredString,Er is een kritieke fout opgetreden in database '%1%' op server %2%. De database omgeving is met succes hersteld.
EventDbLostName,Database verloren
EventDbLostString,Database '%1%' op server %2% was beschadigd en kan niet worden hersteld.
EventDbReindexName,Herindexering database
EventDbReindexString,Database '%1%' op server %2% is opnieuw geïndexeerd.

EventDeviceCommunicationLostName,Communicatiefout
EventDeviceCommunicationLostString,Verbinding met apparaat '%1%' mislukt. Kan het apparaat niet in het netwerk vinden.
EventDeviceCommunicationLostUpgradeRebootString,Verbinding met apparaat '%1%' mislukt. Het apparaat is opnieuw opgestart door een firmware-upgrade.
EventDeviceCommunicationRestoredName,Communicatie hersteld
EventDeviceCommunicationRestoredString,Verbinding met apparaat '%1%' hersteld.

EventDeviceDigitalInputOffName,Digitaal invoerapparaat gedeactiveerd
EventDeviceDigitalInputOffString,Digitaal invoerapparaat '%1%' gedeactiveerd.
EventDeviceDigitalInputOnName,Digitaal invoerapparaat geactiveerd
EventDeviceDigitalInputOnString,Digitaal invoerapparaat '%1%' geactiveerd.
EventDeviceConnectedName,Apparaat verbonden
EventDeviceConnectedString,Verbinding met apparaat '%1%' gemaakt.
EventDeviceConnectedStringSerialServer,Verbinding met POS-apparaat '%1%' gemaakt.
EventDeviceConnectionErrorName,Apparaatverbindingsfout
EventDeviceConnectionErrorString,Verbinding met apparaat '%1%' mislukt. Er worden geen gegevens van het apparaat ontvangen.
EventDeviceConnectionErrorStringSerialServer,Verbinding met POS-apparaat '%1%' mislukt. Er worden geen gegevens van het apparaat ontvangen.
EventDeviceConnectionLicenseViolationString,Verbinding met apparaat '%1%' mislukt. Alle camerakanaallicenties zijn in gebruik.
EventDeviceConnectionRestoredName,Apparaatverbinding hersteld
EventDeviceConnectionRestoredString,Verbinding met apparaat '%1%' hersteld.
EventDeviceConnectionRestoredStringSerialServer,Verbinding met POS-apparaat '%1%' hersteld.
EventDeviceDisconnectedName,Verbinding apparaat verbroken
EventDeviceDisconnectedString,Verbinding met apparaat '%1%' verwijderd.
EventDeviceDisconnectedStringSerialServer,Verbinding met POS-apparaat '%1%' verwijderd.
EventDeviceFwUpgradeDoneName,Firmware-upgrade klaar
EventDeviceFwUpgradeDoneString,Firmware-upgrade geslaagd op apparaat '%1%'.
EventDeviceFwUpgradeErrorName,Firmware-upgradefout
EventDeviceFwUpgradeErrorString,Firmware-upgradefout opgetreden op apparaat '%1%'.
EventDeviceFwUpgradeStartedName,Firmware-upgrade is gestart
EventDeviceFwUpgradeStartedString,Firmware-upgrade is gestart op apparaat '%1%'.
EventDeviceLprMatchName,Kentekenplaatovereenkomst
EventDeviceLprMatchString,Kentekenplaat '%1%' is gedetecteerd en komt overeen met kentekenplaat '%2%' op de controlelijst met een betrouwbaarheid van %3%%%.
EventDeviceLprPlateFoundName,Kentekenplaat gezien
EventDeviceLprPlateFoundString,Kentekenplaat '%1%' (betrouwbaarheid: %2%) wordt gezien op camera '%3%'.
EventDeviceLprPlateLostName,Kentekenplaat buiten zicht
EventDeviceLprPlateLostString,Kentekenplaat '%1%' is buiten zicht op camera '%2%'.
EventDeviceMotionStartName,Beweging begonnen
EventDeviceMotionStartString,Beweging gedetecteerd op camera '%1%'.
EventDeviceMotionStopName,Beweging gestopt
EventDeviceMotionStopString,Geen beweging meer gedetecteerd op camera '%1%'.
EventDeviceNoDataName,Geen cameragegevens
EventDeviceNoDataString,Verbinding met apparaat '%1%' mislukt. Geen gegevens ontvangen voor %2% minuten.
EventDeviceNoDataRecoveredName,Gegevens hersteld
EventDeviceNoDataRecoveredString,Verbinding met apparaat '%1%' hersteld.
EventDevicePacketsLostName,Verloren framepakketten
EventDevicePacketsLostString,Netwerkpakketverlies onacceptabel hoog op apparaat '%1%' (%2$.2g%% pakketten verloren in de afgelopen %3% seconden).
EventDevicePacketsRecoveredName,Pakketverliesstatus hersteld
EventDevicePacketsRecoveredString,Netwerkpakketverlies is terug op een acceptabel niveau voor apparaat '%1%'.
EventDeviceRecordingStartedName,Opname gestart
EventDeviceRecordingStartedString,Opname op camera '%1%' gestart.
EventDeviceRecordingStoppedName,Opname gestopt
EventDeviceRecordingStoppedString,Opname op camera '%1%' gestopt.
EventDeviceRecordInterruptedName,Opname onderbroken
EventDeviceRecordInterruptedStringError,Opname onderbroken op camera '%1%' door fout.
EventDeviceRecordInterruptedStringUntil,Opname onderbroken op camera '%1%', omdat de systeemtijd terug is gesteld. Opname wordt hervat om %2%.
EventDeviceRecordRestoredName,Opname hervat
EventDeviceRecordRestoredString,Opname op camera '%1%' hervat.
EventDeviceVideoSignalLostName,Videosignaal verloren
EventDeviceVideoSignalLostString,Verbinding met apparaat '%1%' mislukt. Het videosignaal kan niet worden gedetecteerd.
EventDeviceVideoSignalRestoredName,Videosignaal hersteld
EventDeviceVideoSignalRestoredString,Verbinding met apparaat '%1%' hersteld.
EventDeviceTTxPosEventName,Uitzondering POS-transactie gevonden
EventDeviceTTxPosEventString,Uitzondering POS-transactie '%1%' gevonden op bron '%2%' op regel '%3%'.
EventDeviceTTxTransactionEndName,Transactie beëindigd
EventDeviceTTxTransactionEndString,Uitzondering POS-transactie op %1%
EventDeviceTTxTransactionStartName,Transactie gestart
EventDeviceTTxTransactionStartString,POS-transactie gestart op %1%
EventDeviceFailoverStartedName,Failover gestart
EventDeviceFailoverStartedString,Verbinding naar stand-byserver gemaakt voor apparaat '%1%', omdat de primaire server niet meer beschikbaar was.
EventDeviceFailoverStoppedName,Failover gestopt
EventDeviceFailoverStoppedString,Verbinding naar stand-byserver verwijderd voor apparaat '%1%', omdat de primaire server weer beschikbaar was.
EventDevicePresetTourStartedName,Vooraf ingestelde ronde gestart
EventDevicePresetTourStartedString,Vooraf ingestelde ronde gestart op camera '%1%'.
EventDevicePresetTourStoppedName,Vooraf ingestelde ronde gestopt
EventDevicePresetTourStoppedString,Vooraf ingestelde ronde gestopt op camera '%1%'.
EventDeviceAnalyticsStopName,Video-analysegebeurtenis gestopt
EventDeviceAnalyticsStopString,%1%' gestopt op camera '%2%'.
EventDeviceAnalyticsStartName,Video-analysegebeurtenis gestart
EventDeviceAnalyticsStartString,%1%' gestart op camera '%2%'.
EventDeviceTamperingName,Sabotage gedetecteerd
EventDeviceTamperingString,Sabotage gedetecteerd op camera '%1%'.
EventDeviceObsoleteFirmwareName,Firmware-update vereist
EventDeviceObsoleteFirmwareString,Firmware-update vereist voor camera '%1%'

EventStorageBackupStartedName,Archiveren gestart
EventStorageBackupStartedStringSchedule,Archiveren is gestart op server %1%.
EventStorageBackupStartedStringNoSchedule,Archiveren is gestart op server %1%.
EventStorageBackupEndedName,Archiveren beëindigd
EventStorageBackupEndedStringSuccess,Archiveren is geslaagd op server %1%.
EventStorageBackupEndedStringUserAborted,Archiveren gestopt door gebruiker.
EventStorageBackupEndedStringNoData,Archiveren op server %1% mislukt vanwege gebrek aan gegevens.
EventStorageBackupEndedStringNoDiskSpace,Archiveren op server %1% mislukt wegens gebrek aan schijfruimte of een schrijffout.
EventStorageBackupEndedStringTimedOut,Archiveren op server %1% mislukt wegens time-out schijfbewerking.
EventStorageBackupEndedStringUnknownError,Archiveren op server %1% mislukt wegens een onbekende fout.
EventStorageInitErrorName,Initialisatie beeldvolume
EventStorageInitErrorString,Gegevensvolume (primair) op server %1% kon niet worden geïnitialiseerd.
EventStorageLowDiskSpaceName,Onvoldoende schijfruimte
EventStorageLowDiskSpaceString,Gegevensvolume op %1% is verminderd tot %2%%% van de doelgrootte vanwege gebrek aan schijfruimte op server %3%.
EventStorageUpgradeDataStartedName,Gegevensupgrade gestart
EventStorageUpgradeDataStartedString,Gegevensupgrade is gestart op server %1%.
EventStorageUpgradeDataEndedName,Gegevensupgrade geslaagd
EventStorageUpgradeDataEndedStringSuccess,Gegevensupgrade geslaagd.
EventStorageUpgradeDataEndedStringError,Onbekende gegevensupgradefout is gestart op server %1%.
EventStorageRecoveryStartedName,Gegevensherstel gestart
EventStorageRecoveryStartedString,Gegevensherstel op server %1% gestart nadat kritieke fout is opgetreden.
EventStorageRecoveryEndedName,Gegevensherstel beëindigd
EventStorageRecoveryEndedStringSuccess,Gegevensherstel is geslaagd op server %1%.
EventStorageRecoveryEndedStringError,Onbekende gegevensherstelfout opgetreden.
EventStorageWriteQueueFullName,Schrijfwachtrij vol
EventStorageWriteQueueFullString,Gegevens voor apparaat '%1%' verwijderd vanwege opslagsysteemprestaties, onvoldoende systeembronnen of ongeldige camerastream op server %2%.
EventStorageWritesBlockedName,Schrijfbewerkingen geblokkeerd
EventStorageWritesBlockedString,Gegevens voor apparaat '%1% zijn geblokkeerd en worden sinds %2% niet naar een gegevensvolume op server %3% geschreven.
EventStorageWritesFailedName,Schrijfbewerkingen mislukt
EventStorageWritesFailedString,Gegevens voor apparaat '%1%' op server %3% zijn niet naar gegevensvolume %2% geschreven.
EventStorageVolumeFailedName,Falen van volume
EventStorageVolumeFailedStringIoError,Falen van gegevensvolume op %1% door IO-fout op server %2%.
EventStorageVolumeFailedStringFileSystem,Falen van gegevensvolume op %1% door bestandssysteemfout op server %2%.
EventStorageVolumeFailedStringMissing,Gegevensvolume op %1% ontbreekt of kan niet worden gevonden op server %2%.
EventStorageVolumeFailedStringConflicting,Gegevensvolume kan niet worden geladen omdat het een conflict veroorzaakt met een bestaand volume bij %1% op server %2%.
EventStorageVolumeRestoredName,Volume hersteld
EventStorageVolumeRestoredString,Gegevensvolume op %1% is hersteld naar een normale status op server %2%.
EventStorageVolumeRestoredUnknownStateString,Gegevensvolume op %1% blijft in een faalstatus.
EventStorageSaveBookmarkFailedName,Falen van opslaan bladwijzer
EventStorageSaveBookmarkFailedServerString,Bladwijzer '%1%' is niet opgeslagen op server '%2%'.
EventStorageSaveBookmarkFailedProtectionString,Bladwijzer '%1%' kon niet worden opgeslagen omdat de grens voor beschermde gegevens op server '%2%' overschreden was.
EventStorageSaveBookmarkFailedTooManyBookmarksString,Favoriet '%1%' kan niet worden opgeslagen omdat locatie '%2%' te veel favorieten heeft.

EventSystemEmailErrorName,E-mailfout
EventSystemEmailErrorString,E-mailverzendfout opgetreden (%1%). Controleer de e-mailinstellingen van uw server.
EventSystemEmailErrorStringConnectionDropped,verbinding verbroken
EventSystemEmailErrorStringFailedToConnect,verbinding met SMTP-server verbroken
EventSystemEmailErrorStringFromMissing,e-mailadres afzender ontbreekt
EventSystemEmailErrorStringLogonFailed,aanmelden mislukt
EventSystemEmailErrorStringRecipientsMissing,e-mailadressen ontvangers ontbreken
EventSystemEmailErrorStringRecipientsRejected,e-mailadressen ontvangers geweigerd
EventSystemEmailErrorStringSenderRejected,e-mailadres afzender geweigerd
EventSystemEmailErrorStringSMTPAuthenticationFailed,SMTP-verificatie mislukt
EventSystemEmailErrorStringSMTPSendFailed,SMTP verzenden mislukt
EventSystemEmailErrorStringSmtpServerRequired,SMTP-werver vereist
EventSystemEmailErrorStringQueueFull,back-up wachtrij voor binnenkomende e-mail
