#
#  2016-09-13
#  String Localization Table
#
#  This file has two comma-separated columns, the first column is the string
#  key, the second is the localized value.
#
#  This file MUST be UTF-8 encoded, and must only be edited by text editors
#  that are capable of editing UTF-8 text files.  The following editors have
#  been confirmed as working properly:
#
#    Visual Studio
#    SciTE
#
#  The following text editors DO NOT WORK, do not use them or you will
#  destroy this file:
#
#    XEmacs
#    EditPlus
#
 
#################################################
# Strings for use in GUI
#################################################

CloseButtonText,Kapat
ExportOverlaysName,Kamera adı
ExportOverlaysTimestamp,Zaman Damgası
ExportDisplayPropertiesText,Ekran Ayarları...
ExportErrorInvalidFrames,Bir veya daha fazla görüntü verilmelidir.
ExportErrorPlayerExeInvalid,Oynatıcı paketi geçersiz. Paket dışa aktarılamadı.
ExportTimeRangeGroupBox,Zaman Aralığı
ExportOverlaysAnalytics,Video analiz etkinliği
ExportClipNameText,Klip %1%
ExportClipsLabel,Klipler:
ExportCamerasLabel,Kameralar:
ExportAddClipLabel,Klip ekle
ExportDeleteClipLabel,Klip sil
ExportInvalidClipError,Her bir klip için en az bir cihaz seçilmelidir.

ExportIncompleteFrameCountSuccessMsg,Dışa aktarma işlemi görüntü sayısına ulaşmadan başarıyla tamamlandı.
ExportIncompleteRangeSuccessMsg,Dışa aktarma işlemi belirlenen zaman aralığının sonuna ulaşmadan başarıyla tamamlandı.
ExportInterruptedMsg,Dışa aktarma işlemi kullanıcı tarafından durduruldu.
ExportDiscBurnError,Diske yazılırken bir hata oluştu.
ExportInterruptedAwaitingDiscMsg,Disk dolu. Dışa aktarma işlemi duraklatıldı. Lütfen yeni bir disk yerleştirin.
ExportNoFrameMsg,Dışa aktarma işlemi zaman aralığında veri yok.
ExportServerErrorMsg,Dışa aktarma işlemi beklenmedik bir sunucu hatası sebebiyle durdu.
ExportPrintErrorMsg,Dışa aktarma işlemi, beklenmeyen bir yazıcı hatası nedeniyle kesildi.
ExportPausedMsg,Dışa aktarma işlemi duraklatıldı.

ExportOverwriteMultiAfterPrompt,Değiştirmek ister misiniz?
ExportOverwriteMultiBeforePrompt,Bu dosyalar zaten mevcut, üzerlerine yazılacak:

ExportProgressData,Veri: %1$0.1f MB
ExportProgressDataEstimate,Tahmini: %1$0.1f MB
ExportProgressFrames,Görüntüler: %1%
ExportProgressDone,Aktarıyor: Yapıldı
ExportProgressPercentage,Aktarıyor: %1%%% Yapıldı
ExportProgressTimeEstimate,Tahmini kalan süre:
ExportProgressTimeEstimateHours,%1% saat, %2% dakika
ExportProgressTimeEstimateMinutes,%1% dakika, %2% saniye
ExportProgressTimeEstimateSeconds,%1% saniye
ExportProgressTimeEstimateUnderSecond,1 saniye
ExportProgressInitializingDiscWriter,Disk yazıcısı başlatılıyor. 
ExportProgressBurning,Diske yazılıyor. 
ExportProgressVerifyingDisc,Disk doğrulanıyor. 
ExportProgressFinalizingDisc,Disk finalize ediliyor. 

ExportDoneText,Tamam
ExportStartText,Dışa aktarmayı başlat
ExportStopText,Dışa aktarmayı durdur
ExportPauseText,Dışa aktarmayı duraklat
ExportResumeText,Dışa aktarmayı yeniden başlat
ExportSuccessMsg,Dışa aktarma başarılı bir şekilde tamamlandı.

ExportConnectionErrorMsg,Dışa aktarmaya çalışırken bir iletişim hatası meydana geldi.
ExportWriteErrorMsg,Dosya diske yazılamadı.
ExportEncoderErrorMsg,Belirtilen şifreleyici ayarları başarısız.

ExportWMPIncompatibleResQuery,Seçili çözünürlükte oluşturulan AVI dosyaları Windows Media Player'da düzgün şekilde oynatılamayabilir.\nAVI dosyası Windows Media Player'da düzgün şekilde oynatılabilmesi için boyut olarak düşürülmeli mi?
ExportPagePrinterSettingsLabel,Yazıcı Ayarları...
ExportPagePrinterLabel,Yazıcı:
ExportPrintDocName,Avigilon Kontrol Merkezi Dışa Aktarma
ExportPageNoPrinterError,Dışa aktaramıyor:\nKurulu yazıcı yok.
ExportPagePaperLabel,Kağıt:
ExportPageUserTextLabel,Dışa Aktarma Notları Ekle...
ExportPageUserTextTitle,Dışa Aktarma Notları Ekle
ExportPageUserTextCaption,Dışa aktarılan görüntüye eşlik edecek metini aşağıya ekle

ExportDiscBurnButtonText,Diske yaz
ExportDiscBurnDialogTitle,Diske yaz
ExportDiscBurnDialogBurnerDevText,Disk Sürücüsü:
ExportDiscBurnDialogNameSelectTxt,Dosya Adı:
ExportDiscBurnDialogDiscMediaInfo,Medya tipi:
ExportDiscBurnDialogDiscFreeSpace,Boş alan:
ExportDiscBurnDialogDefaultName,ACC Dışa Aktarma - 
ExportDiscBurnDialogNoBurnersText,Diske yazılamıyor. Yazılabilir disk sürücüsü mevcut değil.
ExportDiscBurnDialogPleaseEnterBlankDiscTxt,Lütfen boş bir disk yerleştirin.
ExportDiscBurnDialogReadyToStartBurnTxt,Diske yazmaya hazır.

#################################################
# Supported media types for IMAPI and cd export
#################################################

MediaTypeIMAPI_MEDIA_TYPE_UNKNOWN,Bilinmeyen Medya / Boş
MediaTypeIMAPI_MEDIA_TYPE_CDROM,CD-ROM
MediaTypeIMAPI_MEDIA_TYPE_CDR,CD-R
MediaTypeIMAPI_MEDIA_TYPE_CDRW,CD-RW
MediaTypeIMAPI_MEDIA_TYPE_DVDROM,DVD ROM
MediaTypeIMAPI_MEDIA_TYPE_DVDRAM,DVD-RAM
MediaTypeIMAPI_MEDIA_TYPE_DVDPLUSR,DVD+R
MediaTypeIMAPI_MEDIA_TYPE_DVDPLUSRW,DVD+RW
MediaTypeIMAPI_MEDIA_TYPE_DVDPLUSR_DUALLAYER,DVD+R Dual Layer
MediaTypeIMAPI_MEDIA_TYPE_DVDDASHR,DVD-R
MediaTypeIMAPI_MEDIA_TYPE_DVDDASHRW,DVD-RW
MediaTypeIMAPI_MEDIA_TYPE_DVDDASHR_DUALLAYER,DVD-R Dual Layer
MediaTypeIMAPI_MEDIA_TYPE_DISK,Rasgele Erişim Disk
MediaTypeIMAPI_MEDIA_TYPE_DVDPLUSRW_DUALLAYER,DVD+RW DL
MediaTypeIMAPI_MEDIA_TYPE_HDDVDROM,HD DVD-ROM
MediaTypeIMAPI_MEDIA_TYPE_HDDVDR,HD DVD-R
MediaTypeIMAPI_MEDIA_TYPE_HDDVDRAM,HD DVD-RAM
MediaTypeIMAPI_MEDIA_TYPE_BDROM,Blu-ray DVD (BD-ROM)
MediaTypeIMAPI_MEDIA_TYPE_BDR,Blu-ray (BDR)
MediaTypeIMAPI_MEDIA_TYPE_BDRE,Blu-ray (BDRE)
MediaType_Error,Başarısız oldu veya sürücü kullanımda


#################################################
# File Filter Strings
#################################################

FileFilterAVEAVK,AVE/AVK dosyaları (*.ave,*.avk)|*.ave;*.avk|All dosyaları (*.*)|*.*
FileFilterAVE,AVE dosyaları (*.ave)|*.ave|Tüm dosyalar (*.*)|*.*
FileFilterAVI,AVI dosyaları (*.avi)|*.avi|Tüm dosyalar (*.*)|*.*
FileFilterJPEG,JPEG dosyaları (*.jpg,*.jpeg)|*.jpg;*.jpeg|Tüm dosyalar (*.*)|*.*
FileFilterPNG,PNG dosyaları (*.png)|*.png|Tüm dosyalar (*.*)|*.*
FileFilterDNG,DNG dosyaları (*.dng)|*.dng|Tüm dosyalar (*.*)|*.*
FileFilterPGM,PGM dosyaları (*.pgm)|*.pgm|Tüm dosyalar (*.*)|*.*
FileFilterTIFF,TIFF dosyaları (*.tif,*.tiff)|*.tif;*.tiff|Tüm dosyalar (*.*)|*.*
FileFilterPDF,PDF dosyaları (*.pdf)|*.pdf|Tüm dosyalar (*.*)|*.*
FileFilterWAV,WAV dosyaları (*.wav)|*.wav|Tüm dosyalar (*.*)|*.*
FileNotFoundDialogCaption,Dosya Bulunamadı
FileNotFoundDialogText,Dosya bulunamadı veya açılamadı


#################################################
# Backup Strings
#################################################

BackupPanelTitle,Arşivleme
BackupPanelOptionsLabel,Arşivleme Seçenekleri
BackupPanelDeleteOldestLabel,Disk dolduğunda en eski arşivleri sil
BackupPanelProgressRunningLabel,Arşivleniyor, %%%1% tamamlandı.
BackupPanelProgressDoneLabel,Arşivleme başarıyla tamamlandı.
BackupPanelProgressUserAbortedLabel,Arşivleme başarıyla iptal edildi.
BackupPanelProgressNoDataLabel,Veri olmadığından arşivleme iptal edildi.
BackupPanelProgressNoDiskSpaceLabel,Disk alanı olmadığından veya yazma hatası nedeniyle arşivleme iptal edildi.
BackupPanelProgressTimedOutLabel,Disk zaman aşımına uğradığından arşivleme iptal edildi.
BackupPanelProgressUnknownErrorLabel,Bilinmeyen bir hata nedeniyle arşivleme iptal edildi.
BackupPanelStartLabel,Arşivlemeyi Başlat
BackupPanelAbortLabel,Arşivlemeyi Durdur
BackupPanelErrorMessage,Sunucu verileri arşivlenirken bir hata oluştu.
BackupPanelDoneLabel,Tamam



#################################################
# System Explorer Strings
#################################################

SystemExplorerStreamAllDevices,Hepsini Görüntüle
SystemExplorerAddToViewPanel,Görünüme Ekle
SystemExplorerExpandAll,Hepsini Genişlet
SystemExplorerCollapseAll,Hepsini Daralt

#################################################
# Property Dialog Strings
#################################################

PropertyDialogProperties,Özellikler
PropertyDialogLocation,Konum
PropertyDialogFolder,Bir konum seç:
PropertyDialogPlacement,Tekrar sıralamak için sürükleyin:
PropertyDialogExpanderHeader,Konumu görüntülemek için tıklayın.

#################################################
# Web Page Strings
#################################################



WebLinkNodeAddToViewLabel,Görünüş ekle
WebLinkNodeEditLabel,Düzenle...
WebLinkNodeRemoveLabel,Sil
WebLinkNodeRemoveQuery,'%1%' web sayfasını silmek istediğinizden emin misiniz?

WebLinkPanelBackwardToolTip,Geriye git
WebLinkPanelForwardToolTip,İleriye git
WebLinkPanelHomeToolTip,Ana sayfaya git
WebLinkPanelZoomToolTip,Zoom Seviyesi
WebLinkPanelGoToolTip,URL'ye git
WebLinkPanelRefreshToolTip,Yenile

WebPanelZoomAuto,Genişliğe sığdır
WebPanelZoom400,400%%
WebPanelZoom200,200%%
WebPanelZoom150,150%%
WebPanelZoom100,100%%
WebPanelZoom75,75%%
WebPanelZoom66,66%%
WebPanelZoom50,50%%
WebPanelZoom35,35%%
WebPanelZoom20,20%%

WebPanelNoZoomWarning,Zoom seviyelerinin Internet Explorer 7 veya daha üstüne ihtiyacı var.  Zoom yapmaya olanak sağlamak için sisteminizdeki Internet Explorer'ın sürümünü yükseltin.
WebLinkSaveFailureText,Web sayfası '%1%' kaydedilirken bir hata oluştu.


#################################################
# Maps Strings
#################################################

MapPropertiesPanelTitle,Harita Özellikleri
MapSaveButtonText,Kaydet
MapChangeFileButtonText,Görüntüyü Değiştir...
MapEditPropertiesText,Özellikleri Düzenle...
FileFilterMapImage,Görüntü Dosyaları (*.jpg, *.jpeg, *.bmp, *.png, *.gif)|*.jpg;*.jpeg;*.bmp;*.png;*.gif|Tüm dosyalar (*.*)|*.*
MapFileDialogTitle,Harita Görüntüsü Seç
MapDefaultName,Yeni Harita
MapSaveNotYetSavedMessageText,Değişiklikler '%1%' haritasına kaydedilsin mi?
MapNameLabel,Harita Adı:
MapImageLabel,Görüntü:
CreateMapCommandText,Yeni Harita...
MapEditMenuText,Düzenle...
MapDeleteMenuText,Sil
MapDeleteQueryText,Harita '%1%'ı/i silmek istediğinizden emin misiniz?
MapEditTitle,Düzenliyor: %1%
MapSaveFailureText,Harita '%1%' kaydedilirken bir hata oluştu.
MapLoadImageError,Harita görüntüsünü yüklerken bir hata oluştu.
MapDeleteImageError,Harita görüntüsünü silerken bir hata oluştu.
MapForwardButtonText,İleri
MapForwardButtonToolTip,Sonraki Haritaya Git
MapBackButtonText,Geri
MapBackButtonToolTip,Önceki Haritaya Git
MapObjectIconButtonText,Simge olarak göster
MapObjectIconViewConeCheckBoxText,Görüş alanını göster
MapObjectRectangleButtonText,Dikdörtgen olarak göster
MapObjectEllipseButtonText,Elips olarak göster
MapObjectPolygonButtonText,Çokgen olarak göster
MapObjectPolygonResetButtonText,Çokgeni yeniden çiz
MapObjectPolygonEditText,Haritada bir çokgen çiz.
MapObjectCameraRoiButtonText,Görüntü bölgesini değiştir...
MapObjectPolygonEditDoneLabel,Yapıldı
MapObjectPolygonEditCancelLabel,İptal et
MapCameraPolygonNoPointsError,Çokgenin en azından üç noktası olması gerekiyor.
MapObjectShowLabelLabel,İsmi Göster
MapCameraRoiFormTitle,Görüntü Bölgesini Değiştir
MapCameraRoiFormCaption,Harita üzerinde kamera seçildiğinde görüntünün akacağı bölgeyi seç.
MapObjectDeleteText,Haritadan Sil
MapObjectDeleteQuery,Bu cismi haritadan silmek istediğinizden emin misiniz?
MapEditLoadingTitle,Yüklüyor...

MapError,Bir haritanın adı ve görüntüsü olmalıdır.
MapImageSizeError,Resim çok büyük. Farklı bir resim seçin.
MapImageSizeWarning,Seçilen resim 9 MP'yi aşıyor ve performans sorunlarına neden olabilir. Devam edilsin mi?
MapImageUnavailable,Harita Resmi Kullanılamıyor

#################################################
# View Strings
#################################################




SaveMenuItemSaveAsNewViewText,Yeni Görünüm Olarak Kaydet
SaveMenuItemUpdateSavedViewText,Kaydedilen Görünümü Güncelle
SaveViewTabCommandToolTip,Görünümü Kaydet
CollaborateViewTabCommandToolTip,İşbirliği Yap

SaveViewPanelSettingsClusterText,Site:
SaveViewPanelSettingsNameText,Adı:
SaveViewPanelSettingsLogicalIDText,Mantıksal Numara:
SaveViewSaveFailureText,Görünüm '%1%' kaydedilirken bir hata oluştu.

ShareViewPanelRequestUserText,Kullanıcı Seç:
ShareViewPanelRequestUserLabel,%2% üzerinde %1%
ShareViewPanelRequestNoUsersError,Bir işbirliği oturumu başlatılamıyor. Bu sitede oturum açmış başka kullanıcı yok.

ShareViewPanelResponseQuery,%2%' üzerinde '%1%'dan/den gelen işbirliği oturumu daveti kabul edilsin mi?

ShareViewPanelResultAcceptedText,%2%' üzerindeki kullanıcı '%1%' işbirliği oturumuna katıldı
ShareViewPanelResultRejectedText,%2%' üzerindeki kullanıcı '%1%' işbirliği oturumunu reddetti

SystemExplorerDeleteSavedView,Sil
SystemExplorerDeleteSavedViewCaption,Sil
SystemExplorerDeleteSavedViewText,Kaydedilen görünüşü silmek istediğinizden emin misiniz?

SystemExplorerDeleteSavedMonitorText,Sanal matris monitörünü silmek istediğinizden emin misiniz?

SpawnViewWindowCommandText,Yeni Pencere
SystemExplorerAddViewToNewTab,Aç...

SystemExplorerEditSavedView,Düzenle...
SystemExplorerRenameSavedView,Yeniden Adlandır
TabCloseToolTip,Görünümü Kapat
NewTabToolTip,Yeni Görev

NewTaskCommandLabel,Yeni Görev...



ViewModeLiveCommandText,Canlı
ViewModeLiveCommandToolTip,Canlı İzleme Modu
ViewModePlaybackCommandText,Kayıtlı Görüntü
ViewModePlaybackCommandToolTip,Kayıt İzleme Modu
ViewPanelTitle,Görünüm %1%

ViewLayoutCycleCommandToolTip,Görünümleri Döndür
ViewLayoutFullScreenCommandToolTip,Tam Ekran

EndFullScreenCommandText,Tam Ekranı Sonlandır

ImageContextMenuLive,Canlı
ImageContextMenuPlayback,Kayıtlı Görüntü

FormEventsToolTip,Olaylar
FormOtherTasksToolTip,Uygulama Menüsü

FormMinimizeToolTip,Minimize Et
FormMaximizeToolTip,Büyüt
FormRestoreToolTip,Önceki boyuta küçült
FormCloseToolTip,Kapat

#################################################
# Transaction View Strings
#################################################

TransactionViewContextMenuLive,Canlı
TransactionViewContextMenuPlayback,Kayıtlı Görüntü
TransactionViewDeviceToolTip,Kamerayı Görüntüle
TransactionViewDeviceSelectTitle,Kamera Seç
TransactionViewDeviceSelectLabel,Görüntülenecek kamerayı seç:


#################################################
# Layout Strings
#################################################

ViewLayoutCommandText,%1% Pencere
ViewLayoutSingleDivisionCommandText,%1% Pencere

ViewLayoutDropMenuCommandToolTip,Ekran Görünümünü Değiştir
ViewLayoutEditCommandText,Ana Hatları Düzenle...
ViewLayoutMgmtFormTitle,Ana Hatları Düzenle

ViewLayoutEditListText,Ana Hatlar:
ViewLayoutEditRowsText,Satırlar:
ViewLayoutEditColumnsText,Sütunlar:
ViewLayoutEditRestoreDefaultsQuery,varsayılan tüm ana hatları yenilemek istediğinizden emin misiniz?

ViewLayoutClipPlaybackText,Otomatik
ViewLayoutTooManyDevices,Tüm akışların önizlemesi görüntülenemiyor. En fazla %1% önizleme görüntülenebilir.

#################################################
# System Tree String
#################################################

ChildPanelCloseToolTip,Kapat
ChildPanelFocusToolTip,Büyüt
ChildPanelUnfocusToolTip,Önceki boyuta küçült
 
#################################################
# System Tree String
#################################################

SystemTreeInactiveSearchText,Ara...
SystemObjectPickerItemsText,%1% öğe

#################################################
# Image Panel Strings
#################################################

ImagePanelRegionMaskingAddCommandText,Alanı Belirle
ImagePanelRegionMaskingRemoveCommandText,Alanı Temizle
ImagePanelRegionMaskingDrawCommandText,Çiz
ImagePanelSelectAllText,Tümünü Seç
ImagePanelClearAllText,Hepsini Temizle
ImagePanelCameraLabel,Kamera:

ImageContextMenuEndStream,Kapat
ImageContextMenuFitToPanel,Panele Sığdır
ImageContextMenuZoomFullWide,Tamamen Uzaklaştır
ImageContextMenuMaximize,Büyüt
ImageContextMenuRestore,Önceki boyuta küçült
ImageContextMenuReplay30Sec,Tekrar Oynat- 30 Saniye
ImageContextMenuReplay60Sec,Tekrar Oynat- 60 Saniye
ImageContextMenuReplay90Sec,Tekrar Oynat- 90 Saniye
ImagePanelContextMenuSnapshot,Fotoğraf kaydet
ImagePanCommandToolTip,Kaydırma Aracı
ImagePanelCloseButtonToolTip,Kapat
ImagePanelFocusModeMaximizeToolTip,Büyüt
ImagePanelFocusModeRestoreToolTip,Önceki boyuta küçült
ImagePanelSnapshotToolTip,Fotoğraf kaydet
ImagePanelVolumeOnToolTip,Dinle
ImagePanelVolumeOffToolTip,Sessiz
ImagePanelVolumeLevelToolTip,Ses seviyesini Ayarla
ImagePanelDefogModeOffToolTip,Kapalı
ImagePanelDefogModeOnToolTip,Açık
ImagePanelDefogModeAutoToolTip,Otomatik
ImagePanelDefogLevelToolTip,Dijita Buğu Giderme Düzeyini Ayarla
ImagePanelClientMicrophoneToolTip,Bas-konuş
ImageZoomInCommandToolTip,Yakınlaştırma Aracı
ImageZoomNoneCommandToolTip,İmleç Aracı
ImageZoomOutCommandToolTip,Uzaklaştırma Aracı
ImagePanelManualRecordStartToolTip,Manuel Kaydı Başlat
ImagePanelManualRecordStopToolTip,Manuel Kaydı Durdur
ImagePanelTriggerDigitalOutputToolTip,Dijital Çıkışı Tetikle
ImagePanelTriggerDigitalOutputSelectTitle,Dijital Çıkışı Seç
ImagePanelTriggerDigitalOutputSelectLabel,Tetiklenecek dijital çıkışı seç:
ImagePanelViewPosToolTip,POS İşlemlerini Görüntüle
ImagePanelViewPosSelectTitle,POS Kaynağını Seç
ImagePanelViewPosSelectLabel,Görüntülenecek POS kaynağını seç:

ImagePanelManualRecordStartError,Kaydı başlatırken bir hata oluştu.
ImagePanelManualRecordStartCommunicationError,Kaydı başlatırken bir hata oluştu.\nSunucu manuel kaydı desteklemiyor olabilir.

ImagePanelManualRecordStopError,Kaydı durdururken bir hata oluştu.

ImagePanelArmToolTip,Paneli Kur
ImagePanelDisarmToolTip,Panel Kurmayı Kaldır

ImagePanelAlertAckLabel,Onay
ImagePanelAlertCameraPreviousToolTip,Önceki Kamerayı Göster
ImagePanelAlertCameraNextToolTip,Sonraki Kamerayı Göster

ImagePanelSelectDigitalOutputLabel,Dijital Çıkışı Seç:

ImagePanelPtzControls,PTZ Kontrolleri

#################################################
# Analytics Panel Strings
#################################################

AnalyticsMenuTruePerson,Doğru Kişi
AnalyticsMenuFalsePerson,Yanlış Kişi
AnalyticsMenuTrueVehicle,Doğru Araç
AnalyticsMenuFalseVehicle,Yanlış Araç
AnalyticsMenuNotUsed,Kullanılmıyor

!AnalyticsAppearanceSearch,Appearance Search
!AnalyticsAppearanceSearchAddMatch,Add Match
!AnalyticsAppearanceSearchRemoveMatch,Remove Match
!AnalyticsAppearanceSearchRemoveResult,Remove Result
!AnalyticsAppearanceSearchAggregationNone,None
!AnalyticsAppearanceSearchAggregationMinimum,Minimum
!AnalyticsAppearanceSearchAggregationMaximum,Maximum
!AnalyticsAppearanceSearchAggregationMean,Mean


#################################################
# Overlay Strings
#################################################

DisplayGroupHeaderGeneral,Genel:
MainMenuSubItemOverlays,Görüntü Üstüste Binmeleri:
TimeZoneHeaderText,Zaman Damgası Bölgesi:
CameraLocationOverlayCommandText,Kamera Konumu
CameraNameOverlayCommandText,Kamera Adı
MotionOverlayCommandText,Hareket Etkinliği
RecordSymbolOverlayCommandText,Kayıt Göstergesi
FrameTimeOverlayCommandText,Zaman Damgası
FrameLiveTimeOverlayCommandText,Canlı Zaman Damgası
LicensePlateOverlayCommandText,Araç Plakası
SessionDebugOverlayCommandText,Oturum Hata Ayıklama Göstergesi
AnalyticsOverlayCommandText,Video analizi Olayları
DeviceTimeZoneOverlayText,Cihazın saatini göster
LocalTimeZoneOverlayText,Yerel saati göster
DisplayAdjustmentSettingsHeaderText,Ekran Ayarları:

#################################################
# Bookmark Strings
#################################################

ContextMenuAddBookmark,Yer İşareti Ekle

BookmarkDefaultNewName,Yeni Yer İşareti

BookmarkFormTitle,Yer İşaretini Düzenle
