#
#  2016-09-13
#  String Localization Table
#
#  This file has two comma-separated columns, the first column is the string
#  key, the second is the localized value.
#
#  This file MUST be UTF-8 encoded, and must only be edited by text editors
#  that are capable of editing UTF-8 text files.  The following editors have
#  been confirmed as working properly:
#
#    Visual Studio
#    SciTE
#
#  The following text editors DO NOT WORK, do not use them or you will
#  destroy this file:
#
#    XEmacs
#    EditPlus
#
 
#################################################
# Strings for use in GUI
#################################################

CloseButtonText,Luk
ServerStatusSuffixIncompatible,Ikke kompatibel
ServerStatusSuffixUpgrading,Opgraderer
ServerStatusSuffixRecovering,Gendanner



#################################################
# Change Display Quality strings
#################################################

ShowDecompressorSetupFormCommandText,Skift visningskvalitet...
ShowDecompressorSetupFormCommandToolTip,Skift visningskvalitet
DecompressorSetupFormText,Skift visningskvalitet:
DecompressorBiasLabelText,Vælg visningskvalitet. Denne indstilling påvirker ikke kvaliteten på det optagede billede.
DecompressorBiasMaxQualityButtonText,Maksimum
DecompressorBiasHighQualityButtonText,Høj (standard)
DecompressorBiasHighRateButtonText,Middel
DecompressorBiasMaxRateButtonText,Lav


#################################################
# On-Screen Pop-up strings
#################################################

UserNotificationFormTitle,Hændelser
UserNotificationFormHeaderText,Følgende hændelser er opstået i systemet. Klik på en hændelse for at se flere oplysninger.


#################################################
# Display Adjustments strings
#################################################

DisplayPropertiesFormText,Vis justeringer
ImageContextMenuDisplayProperties,Vis justeringer...
BlackLevelText,Sort niveau:
WhiteLevelText,Hvidt niveau:
GammaText,Gamma:
EnableAutoContrastText,Aktivér automatisk kontrast

#################################################
# Light Level Overlay strings
#################################################

StreamPropertiesPopoutCommandText,Egenskaber for stream...
ImageAcquisitionLightLevelText,Lysniveau:
ImageAcquisitionLightLevelNotApplicableText,I/T

#################################################
# Main Menu strings
#################################################



#################################################
# Database Name strings
#################################################

DatabaseEnvNameDataStore,Datalager
DatabaseNameAppearanceInfo,Forekomstoplysninger
DatabaseNameBookmarks,Bookmarks
DatabaseNameControlSet,ControlSet
DatabaseEnvControlSet,ControlSet omgivelser
DatabaseNameFeatureVector,Funktionsvektor
DatabaseNamePointOfSale,POS transaktion
DatabaseNameRecording,Optager
DatabaseNameRules,Regler
DatabaseEnvRules,Regler, omgivelser
DatabaseNameScheduler,Planlægger
DatabaseEnvScheduler,Planlægger, omgivelser
DatabaseNameSystemEvents,Systemhændelser
DatabaseNameUsers,Brugere
DatabaseEnvUsers,Brugere, omgivelser
DatabaseEnvConfig,Konfiguration, omgivelser
DatabaseNameLinks,Links
DatabaseNameAlarms,Alarmer
DatabaseNamev38Events,Hændelser (v3.8)
DatabaseEnvDirectory,Mappe, omgivelser
DatabaseNameDirectoryUserObjects,Bruger, objekter
DatabaseNameDirectoryClusterGeneral,Site, generelt
DatabaseNameAlarms,Alarmer
DatabaseNameDirectoryUsers,Brugere
DatabaseNameDirectoryDevices,Enheder
DatabaseNameDirectoryServerGeneral,Server, generelt
DatabaseNameDirectoryAlarmsState,Alarmer, tilstand
DatabaseNameDirectoryLdapGeneral,LDAP. generelt
DatabaseNameDirectoryCrossSite,På tværs af site
DatabaseNameDirectoryHierarchy,Hierarki
DatabaseNameDirectoryChildSandbox,Underordnede data
DatabaseNameDirectoryStorageManager,Lagring, manager
DatabaseNameDirectoryBackupCfg,Sikkerhedskopiering, konfiguration
DatabaseNameDirectoryEmailCfg,E-mail, konfiguration
DatabaseNameDirectoryBookmarks,Bookmarks
DatabaseNameDirectoryLinks,Links
DatabaseNameDirectoryPackages,Pakker
DatabaseNameDirectoryExternalNotification,Eksterne meddelelser

#################################################
# Events strings
#################################################

EventCategoryUserString,bruger '%1%'
EventCategoryUserClientString,bruger '%1%' på client '%2%'

EventAlarmAcknowledgedName,Alarm kvitteret
EventAlarmAcknowledgedStringAuto,Alarm '%1%' blev automatisk kvitteret.
EventAlarmAcknowledgedStringUser,Alarm '%1%' blev kvitteret af '%2%'.
EventAlarmAcknowledgedStringUserWithNote,Alarm '%1%' blev kvitteret af '%2%' med kommentar '%3%'.
EventAlarmAcknowledgedShortAuto,Automatisk kvitteret
EventAlarmAcknowledgedShortUser,Kvitteret af '%1%'
EventAlarmTriggeredName,Alarm udløst
EventAlarmTriggeredString,Alarm '%1%' blev udløst.
EventAlarmTriggeredShort,Udløst
EventAlarmAssignedName,Alarm tildelt
EventAlarmAssignedString,Alarm '%1%' blev tildelt til '%2%'.
EventAlarmAssignedShort,Tildelt til '%1%'
EventAlarmUnassignedName,Alarm ikke tildelt
EventAlarmUnassignedString,Alarm '%1%' blev ikke tildelt.
EventAlarmUnassignedShort,Ikke tildelt
EventAlarmPurgedName,Alarm ryddet
EventAlarmPurgedString,Alarm '%1%' blev ryddet.
EventAlarmPurgedShort,Ryddet
EventAlarmRecordStartName,Alarm for optagelse startet
EventAlarmRecordStartString,Optagelse på alarm '%1%' startet
EventAlarmRecordEndName,Alarm for optagelse sluttet
EventAlarmRecordEndString,Optagelse på alarm '%1%' sluttet

EventAppBadShutdownName,Server har uventet afsluttet
EventAppBadShutdownString,Serverprogram på %1% har tidligere afsluttet uventet.
EventAppLicensingExpiryName,Licensudløb
EventAppLicensingExpiryStringSoonToExpireAll,Licensen vil udløbe om %1% dage på server %2%.
EventAppLicensingExpiryStringSoonToExpirePartially,Licensen vil udløbe om %1% dag(e) på server %10%, og tilbage er kun %5% kamerakanaler, %7% mikrofonkanaler, %9% højtalerkanaler, %8% POS transaktionskanaler, %6% LPR kanaler, Gateway-forbindelser, %3% SDK forbindelser og %4% integrationsforbindelser.
EventAppLicensingExpiryStringSoonToExpirePartiallyNoGateway,Licensen vil udløbe om %1% dag(e) på server %10%, og tilbage er kun %5% kamerakanaler, %7% mikrofonkanaler, %9% højtalerkanaler, %8% POS transaktionskanaler, %6% LPR kanaler, Gateway-forbindelser, %3% SDK forbindelser og %4% integrationsforbindelser.
EventAppLicensingExpiryStringLicenseExpiredAll,Licens er udløbet på server %1% Serverprogrammet lukker ned.
EventAppLicensingExpiryStringLicenseExpiredPartially,Licensen udløb på server %2% for %1% dage siden. Der findes en gyldig licens.
EventAppServerStartName,Server startet
EventAppServerStartString,Serverprogrammet starter på %1%.
EventAppServerStopName,Server stoppet
EventAppServerStopString,Serverprogrammet lukker ned på på %1%.

EventDbEnvironmentDeletedName,Databaseomgivelse slettet
EventDbEnvironmentDeletedString,Database '%1%' på server %2% har oplevet en alvorlig fejl. Databaseomgivelse er blevet genskabt.
EventDbEnvironmentDeletedWithDbsName, Databaseomgivelse og databaser er slettet med tvang
EventDbEnvironmentDeletedWithDbsString,Database '%1%' på server %2% har oplevet en alvorlig fejl. Databaseomgivelse er blevet genskabt, nogle data kan være gået tabt.
EventDbEnvironmentRecoveredName,Databaseomgivelser gendannede
EventDbEnvironmentRecoveredString,Database '%1%' på server %2% har oplevet en alvorlig fejl. Databaseomgivelse er blevet gendannet.
EventDbLostName,Database gået tabt.
EventDbLostString,Database '%1%' på server %2% var beskadiget og kunne ikke gendannes.
EventDbReindexName,Database genindeks
EventDbReindexString,Database '%1%' på server %2% er blevet genindekseret.

EventDeviceCommunicationLostName,Kommunikationsfejl
EventDeviceCommunicationLostString,Forbindelse mislykket for enhed '%1%'. Enheden kan ikke finde på netværket.
EventDeviceCommunicationLostUpgradeRebootString,Forbindelse mislykket for enhed '%1%'. Enheden genstartede pga. en firmwareopgradering.
EventDeviceCommunicationRestoredName,Kommunikationen er gendannet
EventDeviceCommunicationRestoredString,Forbindelse gendannet for enhed '%1%'.

EventDeviceDigitalInputOffName,Digitalt input deaktiveret
EventDeviceDigitalInputOffString,digitalt input '%1%' deaktiveret.
EventDeviceDigitalInputOnName,Digitalt input aktiveret
EventDeviceDigitalInputOnString,Digitalt input '%1%' aktiveret.
EventDeviceConnectedName,Enhed tilsluttet
EventDeviceConnectedString,Forbindelse oprettet for enhed '%1%'.
EventDeviceConnectedStringSerialServer,Forbindelse oprettet for POS enhed '%1%'.
EventDeviceConnectionErrorName,Enhedsforbindelsesfejl
EventDeviceConnectionErrorString,Forbindelse mislykket for enhed '%1%'. Der modtages ikke data fra enheden.
EventDeviceConnectionErrorStringSerialServer,Forbindelse mislykket for POS enhed '%1%'. Der modtages ikke data fra enheden.
EventDeviceConnectionLicenseViolationString,Forbindelse mislykket for enhed '%1%'. Alle kamerakanallicenser er i brug.
EventDeviceConnectionRestoredName,Enhedsforbindelse gendannet
EventDeviceConnectionRestoredString,Forbindelse gendannet for enhed '%1%'.
EventDeviceConnectionRestoredStringSerialServer,Forbindelse gendannet for POS enhed '%1%'.
EventDeviceDisconnectedName,Enhed afbrudt
EventDeviceDisconnectedString,Forbindelse fjernet for enhed '%1%'.
EventDeviceDisconnectedStringSerialServer,Forbindelse fjernet for POS enhed '%1%'.
EventDeviceFwUpgradeDoneName,Firmwareopgradering gennemført
EventDeviceFwUpgradeDoneString,Firmwareopgradering gennemført på enhed '%1%'.
EventDeviceFwUpgradeErrorName,Firmwareopgraderingsfejl
EventDeviceFwUpgradeErrorString,Firmwareopgraderingsfejl opstod på enhed '%1%'.
EventDeviceFwUpgradeStartedName,Firmwareopgradering startet
EventDeviceFwUpgradeStartedString,Firmwareopgradering startet på enhed '%1%'.
EventDeviceLprMatchName,Nummerpladematch
EventDeviceLprMatchString,Nummerplade '%1%' blev detekteret og matcher med nummerplade overvågningsliste '%2%' med en konfidens på %3%%%.
EventDeviceLprPlateFoundName,Nummerplade i sigte
EventDeviceLprPlateFoundString,Nummerplade '%1%' (konfidens: %2%) i sigte på kamera '%3%'.
EventDeviceLprPlateLostName,Nummerplade ude af syne
EventDeviceLprPlateLostString,Nummerplade '%1%' er ude af syne på kamera '%2%'.
EventDeviceMotionStartName,Bevægelse startet
EventDeviceMotionStartString,Bevægelse detekteret på kamera '%1%'.
EventDeviceMotionStopName,Bevægelse stoppet
EventDeviceMotionStopString,Bevægelse detekteres ikke mere på kamera '%1%'.
EventDeviceNoDataName,Ingen kameradata
EventDeviceNoDataString,Forbindelse mislykket til enhed '%1%'. Der er ikke modtaget data i %2% minutter.
EventDeviceNoDataRecoveredName,Data gendannet
EventDeviceNoDataRecoveredString,Forbindelse gendannet til enhed '%1%'.
EventDevicePacketsLostName,Mistede rammepakker
EventDevicePacketsLostString,Netværkpakketab på uacceptabelt niveau for enhed '%1%' (%2$.2g%% for pakketab i løbet af sidste %3% sekunder).
EventDevicePacketsRecoveredName,Tilstand med mistede pakker er blevet gendannet
EventDevicePacketsRecoveredString,Netværkpakketab er vendt tilbage til acceptabelt niveau for enhed '%1%'.
EventDeviceRecordingStartedName,Optagelse startet
EventDeviceRecordingStartedString,Optagelse startet på kamera '%1%'.
EventDeviceRecordingStoppedName,Optagelse stoppet
EventDeviceRecordingStoppedString,Optagelse stoppet på kamera '%1%'.
EventDeviceRecordInterruptedName,Optagelser afbrudt
EventDeviceRecordInterruptedStringError,Optagelse afbrudt på kamera '%1%' pga. fejl.
EventDeviceRecordInterruptedStringUntil,Optagelse afbrudt på kamera '%1%', da systemtiden er blevet ændret bagud. Optagelse vil blive genoptaget %2%.
EventDeviceRecordRestoredName,Optagelse genoptaget
EventDeviceRecordRestoredString,Optagelse genoptaget på kamera '%1%'.
EventDeviceVideoSignalLostName,Videosignal er tabt
EventDeviceVideoSignalLostString,Forbindelse mislykket til enhed '%1%'. Videosignal kan ikke detekteres.
EventDeviceVideoSignalRestoredName,Videosignal gendannet
EventDeviceVideoSignalRestoredString,Forbindelse gendannet til enhed '%1%'.
EventDeviceTTxPosEventName,Undtagelse for POS transaktion er fundet
EventDeviceTTxPosEventString,Undtagelse for POS transaktion '%1%' er fundet på kilde '%2%' på linje '%3%'.
EventDeviceTTxTransactionEndName,Transaktion sluttet
EventDeviceTTxTransactionEndString,POS transaktion er sluttet på '%1%'
EventDeviceTTxTransactionStartName,Transaktion startet
EventDeviceTTxTransactionStartString,POS transaktion er startet på '%1%'
EventDeviceFailoverStartedName,Failover startet
EventDeviceFailoverStartedString,Forbindelse oprettet for enhed '%1%' til standby server, da primær server er blevet utilgængelig.
EventDeviceFailoverStoppedName,Failover stoppet
EventDeviceFailoverStoppedString,Forbindelse fjernet for enhed '%1%' til standby server, da primær server er blevet tilgængelig.
EventDevicePresetTourStartedName,Forudindstillet omgang startet
EventDevicePresetTourStartedString,Forudindstillet omgang startet på kamera '%1%'.
EventDevicePresetTourStoppedName,Forudindstillet omgang stoppet
EventDevicePresetTourStoppedString,Forudindstillet omgang stoppet på kamera '%1%'.
EventDeviceAnalyticsStopName,Analysehændelsen stoppede
EventDeviceAnalyticsStopString,Videoanalysehændelsen '%1%' er stoppede på kamera '%2%'.
EventDeviceAnalyticsStartName,Analysehændelsen startede
EventDeviceAnalyticsStartString,Videoanalysehændelsen '%1%' er startet på kamera '%2%'.
EventDeviceTamperingName,Manipulation detekteret
EventDeviceTamperingString,Manipulation detekteret på kamera '%1%'.
EventDeviceObsoleteFirmwareName,Der kræves en firmwareopdatering
EventDeviceObsoleteFirmwareString,Der kræves en firmwareopdatering på kamera '%1%'

EventStorageBackupStartedName,Arkiveringen er påbegyndt
EventStorageBackupStartedStringSchedule,Arkiveringen er påbegyndt på serveren %1%.
EventStorageBackupStartedStringNoSchedule,Arkiveringen er påbegyndt på serveren %1%.
EventStorageBackupEndedName,Arkiveringen er afsluttet
EventStorageBackupEndedStringSuccess,Arkiveringen er fuldført på serveren %1%.
EventStorageBackupEndedStringUserAborted,Arkiveringen blev stoppet af brugeren.
EventStorageBackupEndedStringNoData,Arkiveringen på serveren %1% lykkedes ikke pga. manglende data.
EventStorageBackupEndedStringNoDiskSpace,Arkiveringen på serveren %1% mislykkedes pga. manglende diskplads eller skrivefejl.
EventStorageBackupEndedStringTimedOut,Arkiveringen på serveren %1% mislykkedes pga. timeout for diskhandlingen.
EventStorageBackupEndedStringUnknownError,Arkiveringen på serveren %1% mislykkedes pga. en ukendt fejl.
EventStorageInitErrorName,Initialisering af billedvolumen
EventStorageInitErrorString,Datavolumen (primær) på server %1% kunne ikke initialiseres.
EventStorageLowDiskSpaceName,Lille diskplads
EventStorageLowDiskSpaceString,Datavolumen på %1% er blevet reduceret til %2%%% af dets målstørrelse pga. mangel på diskplads på server %3%.
EventStorageUpgradeDataStartedName,Dataopgradering startet
EventStorageUpgradeDataStartedString,Dataopgradering er startet på %1%.
EventStorageUpgradeDataEndedName,Dataopgradering gennemført
EventStorageUpgradeDataEndedStringSuccess,Dataopgradering gennemført.
EventStorageUpgradeDataEndedStringError,Ukendt fejl for dataopgradering er opstået på server %1%.
EventStorageRecoveryStartedName,Datagendannelse startet
EventStorageRecoveryStartedString,Datagendannelse på server %1% startet efter at alvorlig fejl er opstået.
EventStorageRecoveryEndedName,Datagendannelse sluttet
EventStorageRecoveryEndedStringSuccess,Sikkerhedskopiering på server %1% er gennemført.
EventStorageRecoveryEndedStringError,Ukendt fejl er opstået under datagendannelse.
EventStorageWriteQueueFullName,Skrivekø fuld
EventStorageWriteQueueFullString,Data for enhed '%1%' blev opgivet pga. systemets lagringsydeevne, utilstrækkelig systemressourcer eller ugyldig kamerastream på server %2%.
EventStorageWritesBlockedName,Skrivninger spærrede
EventStorageWritesBlockedString,Data for enhed '%1%' er blevet spærret med hensyn til at blive skrevet til en datavolumen på server %3% siden %2%.
EventStorageWritesFailedName,Skrivninger mislykket
EventStorageWritesFailedString,Data for enhed '%1%' på server %3% kunne ikke skrive til datavolumen %2%.
EventStorageVolumeFailedName,Volumen mislykket
EventStorageVolumeFailedStringIoError,Datavolumen på %1% mislykket pga. af en IO-fejl på server %2%.
EventStorageVolumeFailedStringFileSystem,Datavolumen på %1% mislykket pga. af filsystemfejl på server %2%.
EventStorageVolumeFailedStringMissing,Datavolumen på %1% mangler eller kan ikke findes på server %2%.
EventStorageVolumeFailedStringConflicting,Datavolumen kan ikke indlæses, da det er i konflikt med en eksisterende volumen på %1% på server %2%.
EventStorageVolumeRestoredName,Volumen gendannet
EventStorageVolumeRestoredString,Datavolumen på %1% er blevet gendannet til normal tilstand på server %2%.
EventStorageVolumeRestoredUnknownStateString,Datavolumen på %1% forbliver i fejltilstand.
EventStorageSaveBookmarkFailedName,Det mislykkedes at gemme bookmark
EventStorageSaveBookmarkFailedServerString,Bookmark '%1%' blev ikke gemt på server '%2%'.
EventStorageSaveBookmarkFailedProtectionString,Bookmark '%1%' kunne ikke gemmes, da den beskyttede datagrænse på server '%2%' er blevet overskredet.
EventStorageSaveBookmarkFailedTooManyBookmarksString,Bogmærket '%1%' kunne ikke gemmes, da der er for mange bogmærker på sitet '%2%'.

EventSystemEmailErrorName,E-mail-fejl
EventSystemEmailErrorString,Der er opstået en fejl for send e-mail (%1%). Kontroller din servers e-mail-indstillinger.
EventSystemEmailErrorStringConnectionDropped,forbindelse tabt
EventSystemEmailErrorStringFailedToConnect,kunne ikke oprette forbindelse til SMTP server
EventSystemEmailErrorStringFromMissing,afsenders e-mail-adresse mangler
EventSystemEmailErrorStringLogonFailed,login mislykkedes
EventSystemEmailErrorStringRecipientsMissing,modtageres e-mail-adresse mangler
EventSystemEmailErrorStringRecipientsRejected,modtageres e-mail-adresse afvist
EventSystemEmailErrorStringSenderRejected,afsenders e-mail-adresse afvist
EventSystemEmailErrorStringSMTPAuthenticationFailed,SMTP brugergodkendelse mislykkedes
EventSystemEmailErrorStringSMTPSendFailed,SMTP send mislykkedes
EventSystemEmailErrorStringSmtpServerRequired,SMTP server påkrævet
EventSystemEmailErrorStringQueueFull,Backup af mailkø
EventSystemEmailErrorStringUnknown,ukendt fejl
EventSystemNetInterfaceAddedName,Netværksinterface er tilføjet
EventSystemNetInterfaceAddedString,Netværksforbindelse på server %4% blev detekteret med IP-adresse %1% og hastighed %2% Mbps.
EventSystemNetInterfaceAddedMultiIpString,Netværksforbindelse på server %4% blev detekteret med IP-adresser %1% og hastighed %2% Mbps.
EventSystemNetInterfaceRemovedName,Netværksinterface er fjernet
EventSystemNetInterfaceRemovedString,Netværksforbindelse gik tabt med IP-adresse %1% på server %2%.
EventSystemNetInterfaceRemovedMultiIpString,Netværksforbindelse gik tabt med IP-adresser %1% på server %2%.
EventSystemOutOfPooledResourcesName,Mangler ressourcer
EventSystemOutOfPooledResourcesString,Kun begrænset hukommelse på server %1%.
EventSystemPluginLoadErrorName,Plugin-fejl
EventSystemPluginLoadErrorString,Installationsfejl for plugin %1% på server %2%. Plugin er måske ikke blevet korrekt installeret, eller licens-donglen er ikke påsat. LPR funktionen er deaktiveret.
EventSystemServerDisconnectedName,Serverforbindelse afbrudt
EventSystemServerDisconnectedString,Kommunikationsfejl med server '%1%'.  Serveren kan have lukket ned på unormal vis, eller netværksforbindelsen er afbrudt.
EventSystemServerIncompatibleName,Server er ikke kompatibel
