#
#  2016-09-13
#  String Localization Table
#
#  This file has two comma-separated columns, the first column is the string
#  key, the second is the localized value.
#
#  This file MUST be UTF-8 encoded, and must only be edited by text editors
#  that are capable of editing UTF-8 text files.  The following editors have
#  been confirmed as working properly:
#
#    Visual Studio
#    SciTE
#
#  The following text editors DO NOT WORK, do not use them or you will
#  destroy this file:
#
#    XEmacs
#    EditPlus
#
 
#################################################
# Strings for use in GUI
#################################################

CloseButtonText,Bezárás
SearchResultInfoLprString,Rendszámtábla:
SearchResultInfoLprConfidence,Megbízhatóság:
SearchResultInfoBookmarkName,Név:
SearchResultInfoBookmarkUserName,Létrehozó:
SearchResultInfoBookmarkCameras,Kamera/kamerák:
SearchResultInfoBookmarkCreationTime,Létrehozás dátuma:
SearchResultInfoBookmarkDescription,Leírás:
SearchResultInfoPos,POS-tranzakció
SearchResultInfoAlarm,Riasztás:
SearchResultInfoAlarmNote,Megjegyzés:


SearchSystemTreeTitle,Keresendő kamera/kamerák:
SearchSystemTreeTitleSingle,Keresendő kamera:
SearchChangeButtonText,Keresés módosítása
SearchStartButtonText,Keresés
SearchSpinnerText,Keresés...
SearchResultEventTypeDigitalInput,Digitális bemenet
SearchResultEventTypeMotion,Mozgás
SearchResultEventTypeAnalyticEvent,Azonosított objektum
SearchResultEventTypeBookmark,Könyvjelző
SearchTimeRangeText,Keresendő időtartomány:
SearchExportToCsvText,Eredmények exportálása fájlba
SearchExportToCsvFilter,CSV-fájlok (*.csv)|*.csv|Szövegfájlok (*.txt)|*.txt|Összes fájl (*.*)|*.*
SearchReSearchButtonText,Ismételt keresés
SearchStepInButtonText,Belépés
SearchStepOutButtonText,Kilépés
SearchOpenViewButtonText,Megnyitás nézetben
SearchThumbnailLargeSizeText,Nagy miniatűrök
SearchThumbnailMidSizeText,Közepes miniatűrök
SearchThumbnailSmallSizeText,Kis miniatűrök

#################################################
# Save File Dialog Strings
#################################################

ErrorNoFile,Meg kell adni egy fájlnevet.
ErrorNoDirectory,Meg kell adni egy érvényes könyvtárt a fájl számára.
ErrorDirectoryDoesntExist,A(z) '%1%' könyvtár nem létezik. Létrehozza?
ErrorCreatingDirectory,Hiba: A könyvtár nem hozható létre.
OverwritePossiblePrompt,A(z) '%1%' kezdetű nevű fájlok felülíródhatnak. Folytatja?

#################################################
# Export Strings
#################################################

ExportTitle,Exportálás
ExportPreviewGroupText,Előnézet
ExportPropertiesGroupText,Exportálási lehetőségek
ExportTypeLabel,Formátum:
ExportTypeAVE,Eredeti
ExportTypeAVI,AVI-videó
ExportTypePNG,PNG-kép
ExportTypePNGMulti,PNG-képek
ExportTypeJPEG,JPEG-kép
ExportTypeJPEGMulti,JPEG-képek
ExportTypePGM,PGM-kép
ExportTypePGMMulti,PGM-képek
ExportTypeTIFF,TIFF-kép
ExportTypeTIFFMulti,TIFF-képek
ExportTypePrint,Kép nyomtatása
ExportTypePDF,PDF-fájl
ExportTypeWAV,WAV-audió
ExportRateLabel,Képátviteli sebesség:
ExportRateFractionText,Exportálás itt:
ExportRateFullLabel,Teljes
ExportRatePeriodicLabel,Egyéni (kép/mp)
ExportImageCountLabel,Exportálandó képek:
ExportImageCountUnlimited,Korlátlan
ExportPlayerWithDataText,A Control Center Player exportálása
ExportEncoderLabel,Kódoló:
ExportEncoderNone,Nincs
ExportVC1EncoderName,VC-1 (Windows Media Video)
ExportH264EncoderName,H.264 (MPEG-4 AVC)
ExportMJPEGEncoderName,M-JPEG (Motion JPEG)
ExportCompressionLabel,Minőség:
ExportCompressionHigh,Magas
ExportCompressionMedium,Közepes
ExportCompressionLow,Alacsony
ExportResolutionLabel,Felbontás:
ExportRoiLabel,Képterület módosítása...
ExportRoiFormTitle,Képterület módosítása
ExportRoiFormCaption,Válassza ki az exportálandó képterületet.
ExportSplitFilesSectionLabel,Tárhely:
ExportMaxFileSizeLabel,Maximális fájlméret:
ExportSplitFilesPostLabel,MB
ExportSplitFilesUnlimited,Korlátlan
ExportSplitFilesCD,650 (CD-ROM)
ExportSplitFilesLongCD,700 (CD-ROM)
ExportSplitFilesCD90min,800 (CD-ROM)
ExportSplitFilesDVD,4700 (DVD-ROM)
ExportSplitFilesDLDVD,8500 (DVD-R DL)
ExportSplitFilesBD,26 844 (BR-R)
ExportSplitFilesDLBD,53 687 (BR-R DL)
ExportSkipGapsLabel,Rögzítési hézagok
ExportOverlaysLabel,Átfedések:
ExportOverlaysLocation,Kamera helye
ExportOverlaysName,Kamera neve
ExportOverlaysTimestamp,Időbélyegző
ExportDisplayPropertiesText,Kijelző beállításai...
ExportErrorInvalidFrames,Egy vagy több képet kell exportálni.
ExportErrorPlayerExeInvalid,A Player-csomag érvénytelen, és nem exportálható.
ExportTimeRangeGroupBox,Időtartomány
ExportOverlaysAnalytics,Videó analitika tevékenység
ExportClipNameText,%1% klip
ExportClipsLabel,Klipek:
ExportCamerasLabel,Kamerák:
ExportAddClipLabel,Klip hozzáadása
ExportDeleteClipLabel,Klip törlése
ExportInvalidClipError,Legalább egy eszközt ki kell választani mindegyik kliphez.

ExportIncompleteFrameCountSuccessMsg,Az exportálás sikeresen befejeződött a képek számának elérése előtt.
ExportIncompleteRangeSuccessMsg,Az exportálás sikeresen befejeződött a megadott időtartomány lejárata előtt.
ExportInterruptedMsg,A felhasználó megszakította az exportálást.
ExportDiscBurnError,Hiba történt a lemezre írása során.
ExportInterruptedAwaitingDiscMsg,A lemez megtelt. Az exportálás felfüggesztve. Helyezzen be egy új lemezt.
ExportNoFrameMsg,Az exportálási időtartomány nem tartalmaz adatokat.
ExportServerErrorMsg,Az exportálás váratlan kiszolgálóhiba miatt megszakadt.
ExportPrintErrorMsg,Az exportálás váratlan nyomtatóhiba miatt megszakadt.
ExportPausedMsg,Az exportálás fel van függesztve.

ExportOverwriteMultiAfterPrompt,Kicseréli őket?
ExportOverwriteMultiBeforePrompt,Ezek a fájlok már léteznek, és felülíródnak:

ExportProgressData,Adatok: %1$0.1f MB
ExportProgressDataEstimate,Becslés: %1$0.1f MB
ExportProgressFrames,Képek: %1%
ExportProgressDone,Exportálás: Kész
ExportProgressPercentage,Exportálás: %1%%% kész
ExportProgressTimeEstimate,Becsült hátralévő idő:
ExportProgressTimeEstimateHours,%1% óra, %2% perc
ExportProgressTimeEstimateMinutes,%1% perc, %2% másodperc
ExportProgressTimeEstimateSeconds,%1% másodperc
ExportProgressTimeEstimateUnderSecond,1 másodperc
ExportProgressInitializingDiscWriter,Lemezíró inicializálása. 
ExportProgressBurning,Lemezre írás. 
ExportProgressVerifyingDisc,Lemez ellenőrzése. 
ExportProgressFinalizingDisc,Lemez véglegesítése. 

ExportDoneText,OK
ExportStartText,Exportálás indítása
ExportStopText,Exportálás leállítása
ExportPauseText,Exportálás szüneteltetése
ExportResumeText,Exportálás folytatása
ExportSuccessMsg,Az exportálás sikeresen befejeződött.

ExportConnectionErrorMsg,Kommunikációs hiba történt az exportálás során.
ExportWriteErrorMsg,A fájlt nem sikerült lemezre írni.
ExportEncoderErrorMsg,A megadott kódolóbeállítások hibásak.

ExportWMPIncompatibleResQuery,Lehet, hogy a kiválasztott felbontással létrehozott AVI-fájlok nem játszhatók le megfelelően a Windows Media Player szolgáltatásban.\nLecsökkenthető úgy az AVI-fájl mérete, hogy megfelelően\nle lehessen játszani a Windows Media Player szolgáltatásban?
ExportPagePrinterSettingsLabel,Nyomtatóbeállítások...
ExportPagePrinterLabel,Nyomtató:
ExportPrintDocName,Az Avigilon Control Center exportálása
ExportPageNoPrinterError,Nem lehet exportálni:\nNincs telepítve nyomtató.
ExportPagePaperLabel,Papír:
ExportPageUserTextLabel,Exportálási megjegyzések hozzáadása...
ExportPageUserTextTitle,Exportálási megjegyzések hozzáadása
ExportPageUserTextCaption,Adja hozzá az alábbi szöveget kísérőül az exportált képhez

ExportDiscBurnButtonText,Kiírás lemezre
ExportDiscBurnDialogTitle,Kiírás lemezre
ExportDiscBurnDialogBurnerDevText,Lemezmeghajtó:
ExportDiscBurnDialogNameSelectTxt,Fájlnév:
ExportDiscBurnDialogDiscMediaInfo,Adathordozó típusa:
ExportDiscBurnDialogDiscFreeSpace,Szabad hely:
ExportDiscBurnDialogDefaultName,ACC-exportálás – 
ExportDiscBurnDialogNoBurnersText,Nem végezhető el a lemezre történő kiírás. Nincs elérhető írható lemezmeghajtó.
ExportDiscBurnDialogPleaseEnterBlankDiscTxt,Helyezzen be egy üres lemezt.
ExportDiscBurnDialogReadyToStartBurnTxt,Készen áll a lemezre történő kiírásra.

#################################################
# Supported media types for IMAPI and cd export
#################################################

MediaTypeIMAPI_MEDIA_TYPE_UNKNOWN,Ismeretlen adathordozó/üres
MediaTypeIMAPI_MEDIA_TYPE_CDROM,CD-ROM
MediaTypeIMAPI_MEDIA_TYPE_CDR,CD-R
MediaTypeIMAPI_MEDIA_TYPE_CDRW,CD-RW
MediaTypeIMAPI_MEDIA_TYPE_DVDROM,DVD-ROM
MediaTypeIMAPI_MEDIA_TYPE_DVDRAM,DVD-RAM
MediaTypeIMAPI_MEDIA_TYPE_DVDPLUSR,DVD+R
MediaTypeIMAPI_MEDIA_TYPE_DVDPLUSRW,DVD+RW
MediaTypeIMAPI_MEDIA_TYPE_DVDPLUSR_DUALLAYER,DVD+R duplarétegű
MediaTypeIMAPI_MEDIA_TYPE_DVDDASHR,DVD-R
MediaTypeIMAPI_MEDIA_TYPE_DVDDASHRW,DVD-RW
MediaTypeIMAPI_MEDIA_TYPE_DVDDASHR_DUALLAYER,DVD-R duplarétegű
MediaTypeIMAPI_MEDIA_TYPE_DISK,Véletlen elérésű lemez
MediaTypeIMAPI_MEDIA_TYPE_DVDPLUSRW_DUALLAYER,DVD+RW DL
MediaTypeIMAPI_MEDIA_TYPE_HDDVDROM,HD DVD-ROM
MediaTypeIMAPI_MEDIA_TYPE_HDDVDR,HD DVD-R
MediaTypeIMAPI_MEDIA_TYPE_HDDVDRAM,HD DVD-RAM
MediaTypeIMAPI_MEDIA_TYPE_BDROM,Blu-ray DVD (BD-ROM)
MediaTypeIMAPI_MEDIA_TYPE_BDR,Blu-ray (BDR)
MediaTypeIMAPI_MEDIA_TYPE_BDRE,Blu-ray (BDRE)
MediaType_Error,Hiba vagy használatban lévő meghajtó


#################################################
# File Filter Strings
#################################################

FileFilterAVEAVK,AVE/AVK-fájlok (*.ave,*.avk)|*.ave;*.avk|Összes fájl (*.*)|*.*
FileFilterAVE,AVE-fájlok (*.ave)|*.ave|Összes fájl (*.*)|*.*
FileFilterAVI,AVI-fájlok (*.avi)|*.avi|Összes fájl (*.*)|*.*
FileFilterJPEG,JPEG-fájlok (*.jpg,*.jpeg)|*.jpg;*.jpeg|Összes fájl (*.*)|*.*
FileFilterPNG,PNG-fájlok (*.png)|*.png|Összes fájl (*.*)|*.*
FileFilterDNG,DNG-fájlok (*.dng)|*.dng|Összes fájl (*.*)|*.*
FileFilterPGM,PGM-fájlok (*.pgm)|*.pgm|Összes fájl (*.*)|*.*
FileFilterTIFF,TIFF-fájlok (*.tif,*.tiff)|*.tif;*.tiff|Összes fájl (*.*)|*.*
FileFilterPDF,PDF-fájlok (*.pdf)|*.pdf|Összes fájl (*.*)|*.*
FileFilterWAV,WAV-fájlok (*.wav)|*.wav|Összes fájl (*.*)|*.*
FileNotFoundDialogCaption,A fájl nem található
FileNotFoundDialogText,A fájl nem található vagy nem nyitható meg


#################################################
# Backup Strings
#################################################

BackupPanelTitle,Archiválás
BackupPanelOptionsLabel,Archiválási beállítások
BackupPanelDeleteOldestLabel,Legrégebbi archívumok törlése, ha a lemez megtelt
BackupPanelProgressRunningLabel,Archiválás, %1%%% kész.
BackupPanelProgressDoneLabel,Az archiválás sikeresen befejeződött.
BackupPanelProgressUserAbortedLabel,Az archiválás sikeresen megszakadt.
BackupPanelProgressNoDataLabel,Az archiválás adathiány miatt megszakadt.
BackupPanelProgressNoDiskSpaceLabel,Az archiválás szabad lemezterület hiánya vagy íráshiba miatt megszakadt.
BackupPanelProgressTimedOutLabel,Az archiválás lemezművelet időtúllépése miatt megszakadt.
BackupPanelProgressUnknownErrorLabel,Az archiválás ismeretlen hiba miatt megszakadt.
BackupPanelStartLabel,Archiválás indítása
BackupPanelAbortLabel,Archiválás megszakítása
BackupPanelErrorMessage,Hiba történt a kiszolgáló adatainak archiválása során.
BackupPanelDoneLabel,OK



#################################################
# System Explorer Strings
#################################################

SystemExplorerStreamAllDevices,Összes megtekintése
SystemExplorerAddToViewPanel,Hozzáadás a nézethez
SystemExplorerExpandAll,Összes kibontása
SystemExplorerCollapseAll,Összes becsukása

#################################################
# Property Dialog Strings
#################################################

PropertyDialogProperties,Tulajdonságok
PropertyDialogLocation,Hely
PropertyDialogFolder,Hely kiválasztása:
PropertyDialogPlacement,Áthúzás átrendezéshez:
PropertyDialogExpanderHeader,Kattintson a hely megtekintéséhez

#################################################
# Web Page Strings
#################################################



WebLinkNodeAddToViewLabel,Hozzáadás a nézethez
WebLinkNodeEditLabel,Szerkesztés...
WebLinkNodeRemoveLabel,Törlés
WebLinkNodeRemoveQuery,Biztosan törli a(z) '%1%' weboldalt?

WebLinkPanelBackwardToolTip,Ugrás vissza
WebLinkPanelForwardToolTip,Ugrás előre
WebLinkPanelHomeToolTip,Ugrás a kezdőlapra
WebLinkPanelZoomToolTip,Nagyítási szint
WebLinkPanelGoToolTip,Ugrás az URL-címre
WebLinkPanelRefreshToolTip,Frissítés

WebPanelZoomAuto,Teljes szélesség
WebPanelZoom400,400%%
WebPanelZoom200,200%%
WebPanelZoom150,150%%
WebPanelZoom100,100%%
WebPanelZoom75,75%%
WebPanelZoom66,66%%
WebPanelZoom50,50%%
WebPanelZoom35,35%%
WebPanelZoom20,20%%

WebPanelNoZoomWarning,A nagyítási szintekhez az Internet Explorer 7-es vagy újabb verziójára van szükség. A nagyítás/kicsinyítés engedélyezéséhez frissítse az Internet Explorer rendszerében található verzióját.
WebLinkSaveFailureText,Hiba történt a(z) '%1%' weboldal mentése során.


#################################################
# Maps Strings
#################################################

MapPropertiesPanelTitle,Térkép tulajdonságai
MapSaveButtonText,Mentés
MapChangeFileButtonText,Kép módosítása...
MapEditPropertiesText,Tulajdonságok szerkesztése...
FileFilterMapImage,Képfájlok (*.jpg, *.jpeg, *.bmp, *.png, *.gif)|*.jpg;*.jpeg;*.bmp;*.png;*.gif|Összes fájl (*.*)|*.*
MapFileDialogTitle,Térkép képének kiválasztása
MapDefaultName,Új térkép
MapSaveNotYetSavedMessageText,Menti a(z) '%1%' térkép módosításait?
MapNameLabel,Név:
MapImageLabel,Kép:
CreateMapCommandText,Új térkép...
MapEditMenuText,Szerkesztés...
MapDeleteMenuText,Törlés
MapDeleteQueryText,Biztosan törli a(z) '%1%' térképet?
MapEditTitle,Szerkesztés: %1%
MapSaveFailureText,Hiba történt a(z) '%1%' térkép mentése során.
MapLoadImageError,Hiba történt a térkép képének betöltése során.
MapDeleteImageError,Hiba történt a térkép képének törlése során.
MapForwardButtonText,Előre
MapForwardButtonToolTip,Ugrás a következő térképre
MapBackButtonText,Vissza
MapBackButtonToolTip,Ugrás az előző térképre
MapObjectIconButtonText,Megjelenítés ikonként
MapObjectIconViewConeCheckBoxText,Látómező megjelenítése
MapObjectRectangleButtonText,Megjelenítés téglalapként
MapObjectEllipseButtonText,Megjelenítés ellipszisként
MapObjectPolygonButtonText,Megjelenítés sokszögként
MapObjectPolygonResetButtonText,Sokszög újrarajzolása
MapObjectPolygonEditText,Sokszög rajzolása a térképre.
MapObjectCameraRoiButtonText,Képterület módosítása...
MapObjectPolygonEditDoneLabel,Kész
MapObjectPolygonEditCancelLabel,Mégse
MapCameraPolygonNoPointsError,A sokszögnek legalább három ponttal kell rendelkeznie.
MapObjectShowLabelLabel,Név megjelenítése
MapCameraRoiFormTitle,Képterület módosítása
MapCameraRoiFormCaption,Válassza ki az adatfolyamként továbbítandó képterületet, ha a térképen ki van választva a kamera.
MapObjectDeleteText,Törlés a térképről
MapObjectDeleteQuery,Biztos, hogy törli ezt az objektumot a térképről?
MapEditLoadingTitle,Betöltés...

MapError,A térképnek névvel és képpel kell rendelkeznie.
MapImageSizeError,A kép túl nagy. Válasszon másik képet.
MapImageSizeWarning,A kiválasztott kép meghaladja a 9 MP méretet, és teljesítményhibákat okozhat. Folytatja?
MapImageUnavailable,A térkép képe nem érhető el

#################################################
# View Strings
#################################################




SaveMenuItemSaveAsNewViewText,Mentés új nézetként
SaveMenuItemUpdateSavedViewText,Mentett nézet frissítése
SaveViewTabCommandToolTip,Nézet mentése
CollaborateViewTabCommandToolTip,Együttműködés

SaveViewPanelSettingsClusterText,Site:
SaveViewPanelSettingsNameText,Név:
SaveViewPanelSettingsLogicalIDText,Logikai azonosító:
SaveViewSaveFailureText,Hiba történt a(z) '%1%' nézet mentése során.

ShareViewPanelRequestUserText,Felhasználó kiválasztása:
ShareViewPanelRequestUserLabel,%1% itt: %2%
ShareViewPanelRequestNoUsersError,Nem indítható együttműködési munkamenet. Nincs több elérhető felhasználó.

ShareViewPanelResponseQuery,Elfogadja a(z) '%1%' által a(z) '%2%' helyről küldött együttműködési munkamenetre szóló meghívást?

ShareViewPanelResultAcceptedText,'%1%' felhasználó a(z) '%2%' helyről csatlakozott az együttműködési munkamenethez
ShareViewPanelResultRejectedText,'%1%' felhasználó a(z) '%2%' helyről elutasította az együttműködési munkamenetet

SystemExplorerDeleteSavedView,Törlés
SystemExplorerDeleteSavedViewCaption,Törlés
SystemExplorerDeleteSavedViewText,Biztosan törli a mentett nézetet?

SystemExplorerDeleteSavedMonitorText,Biztosan törli a Virtuális mátrix monitort?

SpawnViewWindowCommandText,Új ablak
SystemExplorerAddViewToNewTab,Nyitott

SystemExplorerEditSavedView,Szerkesztés...
SystemExplorerRenameSavedView,Átnevezés
TabCloseToolTip,Nézet bezárása
NewTabToolTip,Új feladat

NewTaskCommandLabel,Új feladat...



ViewModeLiveCommandText,Élő
ViewModeLiveCommandToolTip,Élő nézet mód
ViewModePlaybackCommandText,Rögzített
ViewModePlaybackCommandToolTip,Rögzített nézet mód
ViewPanelTitle,%1% nézet

ViewLayoutCycleCommandToolTip,Ciklikus nézetek
ViewLayoutFullScreenCommandToolTip,Teljes képernyő

EndFullScreenCommandText,Kilépés a teljes képernyős módból

ImageContextMenuLive,Élő
ImageContextMenuPlayback,Rögzített

FormEventsToolTip,Események
FormOtherTasksToolTip,Alkalmazásmenü

FormMinimizeToolTip,Kis méret
FormMaximizeToolTip,Teljes méret
FormRestoreToolTip,Kicsinyítés előző méretre
FormCloseToolTip,Bezárás

#################################################
# Transaction View Strings
#################################################

TransactionViewContextMenuLive,Élő
TransactionViewContextMenuPlayback,Rögzített
TransactionViewDeviceToolTip,Kamera megtekintése
TransactionViewDeviceSelectTitle,Kamera kiválasztása
TransactionViewDeviceSelectLabel,Válassza ki a megtekintendő kamerát:


#################################################
