#
#  2016-09-13
#  String Localization Table
#
#  This file has two comma-separated columns, the first column is the string
#  key, the second is the localized value.
#
#  This file MUST be UTF-8 encoded, and must only be edited by text editors
#  that are capable of editing UTF-8 text files.  The following editors have
#  been confirmed as working properly:
#
#    Visual Studio
#    SciTE
#
#  The following text editors DO NOT WORK, do not use them or you will
#  destroy this file:
#
#    XEmacs
#    EditPlus
#
 
#################################################
# Strings for use in GUI
#################################################

CloseButtonText,Lukk
ExportProgressTimeEstimateUnderSecond,1 sekund
ExportProgressInitializingDiscWriter,Initialiserer plateskriver. 
ExportProgressBurning,Skriver til plate. 
ExportProgressVerifyingDisc,Verifiserer plate. 
ExportProgressFinalizingDisc,Ferdigstiller plate. 

ExportDoneText,OK
ExportStartText,Start eksport
ExportStopText,Stopp eksport
ExportPauseText,Stans eksport midlertidig
ExportResumeText,Gjenoppta eksport
ExportSuccessMsg,Eksport fullført.

ExportConnectionErrorMsg,Det oppstod en kommunikasjonsfeil under forsøk på å eksportere.
ExportWriteErrorMsg,Filen kunne ikke skrives til disk.
ExportEncoderErrorMsg,De angitte innstillingene for koding mislyktes.

ExportWMPIncompatibleResQuery,AVI-filer som opprettes med den valgte oppløsningen, spilles kanskje ikke riktig i Windows Media Player.\nSkal AVI-filen reduseres i størrelse slik at den spilles av riktig\ni Windows Media Player?
ExportPagePrinterSettingsLabel,Skriverinnstillinger...
ExportPagePrinterLabel,Skriver:
ExportPrintDocName,Avigilon Control Center-eksport
ExportPageNoPrinterError,Kan ikke eksportere:\nIngen skriver installert.
ExportPagePaperLabel,Papir:
ExportPageUserTextLabel,Legg til eksportnotater...
ExportPageUserTextTitle,Legg til eksportnotater
ExportPageUserTextCaption,Legg til tekst nedenfor som skal følge med det eksporterte bildet

ExportDiscBurnButtonText,Brenn på plate
ExportDiscBurnDialogTitle,Brenn på plate
ExportDiscBurnDialogBurnerDevText,Platestasjon:
ExportDiscBurnDialogNameSelectTxt,Filnavn:
ExportDiscBurnDialogDiscMediaInfo,Medietype:
ExportDiscBurnDialogDiscFreeSpace,Ledig plass:
ExportDiscBurnDialogDefaultName,ACC-eksport - 
ExportDiscBurnDialogNoBurnersText,Kan ikke brenne plate. Ingen tilgjengelige platestasjoner for skriving.
ExportDiscBurnDialogPleaseEnterBlankDiscTxt,Sett inn en tom plate.
ExportDiscBurnDialogReadyToStartBurnTxt,Klar til å brenne plate.

#################################################
# Supported media types for IMAPI and cd export
#################################################

MediaTypeIMAPI_MEDIA_TYPE_UNKNOWN,Ukjent medium / tomt
MediaTypeIMAPI_MEDIA_TYPE_CDROM,CD-ROM
MediaTypeIMAPI_MEDIA_TYPE_CDR,CD-R
MediaTypeIMAPI_MEDIA_TYPE_CDRW,CD-RW
MediaTypeIMAPI_MEDIA_TYPE_DVDROM,DVD ROM
MediaTypeIMAPI_MEDIA_TYPE_DVDRAM,DVD-RAM
MediaTypeIMAPI_MEDIA_TYPE_DVDPLUSR,DVD+R
MediaTypeIMAPI_MEDIA_TYPE_DVDPLUSRW,DVD+RW
MediaTypeIMAPI_MEDIA_TYPE_DVDPLUSR_DUALLAYER,DVD+R Dual Layer
MediaTypeIMAPI_MEDIA_TYPE_DVDDASHR,DVD-R
MediaTypeIMAPI_MEDIA_TYPE_DVDDASHRW,DVD-RW
MediaTypeIMAPI_MEDIA_TYPE_DVDDASHR_DUALLAYER,DVD-R Dual Layer
MediaTypeIMAPI_MEDIA_TYPE_DISK,Random-Access Disc
MediaTypeIMAPI_MEDIA_TYPE_DVDPLUSRW_DUALLAYER,DVD+RW DL
MediaTypeIMAPI_MEDIA_TYPE_HDDVDROM,HD DVD-ROM
MediaTypeIMAPI_MEDIA_TYPE_HDDVDR,HD DVD-R
MediaTypeIMAPI_MEDIA_TYPE_HDDVDRAM,HD DVD-RAM
MediaTypeIMAPI_MEDIA_TYPE_BDROM,Blu-ray DVD (BD-ROM)
MediaTypeIMAPI_MEDIA_TYPE_BDR,Blu-ray (BDR)
MediaTypeIMAPI_MEDIA_TYPE_BDRE,Blu-ray (BDRE)
MediaType_Error,Feil eller stasjon i bruk


#################################################
# File Filter Strings
#################################################

FileFilterAVEAVK,AVE/AVK-filer (*.ave,*.avk)|*.ave;*.avk|Alle filer (*.*)|*.*
FileFilterAVE,AVE-filer (*.ave)|*.ave|Alle filer (*.*)|*.*
FileFilterAVI,AVI-filer (*.avi)|*.avi|Alle filer (*.*)|*.*
FileFilterJPEG,JPEG-filer (*.jpg,*.jpeg)|*.jpg;*.jpeg|Alle filer (*.*)|*.*
FileFilterPNG,PNG-filer (*.png)|*.png|Alle filer (*.*)|*.*
FileFilterDNG,DNG-filer (*.dng)|*.dng|Alle filer (*.*)|*.*
FileFilterPGM,PGM-filer (*.pgm)|*.pgm|Alle filer (*.*)|*.*
FileFilterTIFF,TIFF-filer (*.tif,*.tiff)|*.tif;*.tiff|Alle filer (*.*)|*.*
FileFilterPDF,PDF-filer (*.pdf)|*.pdf|Alle filer (*.*)|*.*
FileFilterWAV,WAV-filer (*.wav)|*.wav|Alle filer (*.*)|*.*
FileNotFoundDialogCaption,Fant ikke fil
FileNotFoundDialogText,Filen ble ikke funnet eller kunne ikke åpnes


#################################################
# Backup Strings
#################################################

BackupPanelTitle,Arkivering
BackupPanelOptionsLabel,Alternativer for arkivering
BackupPanelDeleteOldestLabel,Slett de eldste arkivene når disken er full
BackupPanelProgressRunningLabel,Arkiverer, %1%%% gjort.
BackupPanelProgressDoneLabel,Arkivering fullført.
BackupPanelProgressUserAbortedLabel,Arkivering avbrutt.
BackupPanelProgressNoDataLabel,Arkivering avbrutt på grunn av manglende data.
BackupPanelProgressNoDiskSpaceLabel,Arkivering avbrutt på grunn av mangel på diskplass eller en skrivefeil.
BackupPanelProgressTimedOutLabel,Arkivering avbrutt på grunn av tidsavbrudd for diskoperasjon.
BackupPanelProgressUnknownErrorLabel,Arkivering avbrutt på grunn av en ukjent feil.
BackupPanelStartLabel,Start arkivering
BackupPanelAbortLabel,Avbryt arkivering
BackupPanelErrorMessage,Det oppstod en feil under arkivering av serverdata.
BackupPanelDoneLabel,OK



#################################################
# System Explorer Strings
#################################################

SystemExplorerStreamAllDevices,Vis alle
SystemExplorerAddToViewPanel,Legg til i visning
SystemExplorerExpandAll,Utvid alle
SystemExplorerCollapseAll,Slå sammen alle

#################################################
# Property Dialog Strings
#################################################

PropertyDialogProperties,Egenskaper
PropertyDialogLocation,Plassering
PropertyDialogFolder,Velg en plassering:
PropertyDialogPlacement,Dra for å omordne:
PropertyDialogExpanderHeader,Klikk for å vise plassering

#################################################
# Web Page Strings
#################################################



WebLinkNodeAddToViewLabel,Legg til i visning
WebLinkNodeEditLabel,Rediger...
WebLinkNodeRemoveLabel,Slett
WebLinkNodeRemoveQuery,Er du sikker på at du vil slette nettsiden "%1%"?

WebLinkPanelBackwardToolTip,Gå tilbake
WebLinkPanelForwardToolTip,Gå frem
WebLinkPanelHomeToolTip,Gå til hjemmeside
WebLinkPanelZoomToolTip,Zoomenivå
WebLinkPanelGoToolTip,Gå til URL
WebLinkPanelRefreshToolTip,Oppdater

WebPanelZoomAuto,Tilpass til bredde
WebPanelZoom400,400%%
WebPanelZoom200,200%%
WebPanelZoom150,150%%
WebPanelZoom100,100%%
WebPanelZoom75,75%%
WebPanelZoom66,66%%
WebPanelZoom50,50%%
WebPanelZoom35,35%%
WebPanelZoom20,20%%

WebPanelNoZoomWarning,Zoomenivåer krever Internet Explorer 7 eller nyere.  Oppgrader Internet Explorer-versjonen i systemet for å aktivere zooming.
WebLinkSaveFailureText,Det oppstod en feil under lagring av nettsiden "%1%".


#################################################
# Maps Strings
#################################################

MapPropertiesPanelTitle,Egenskaper for kart
MapSaveButtonText,Lagre
MapChangeFileButtonText,Endre bilde...
MapEditPropertiesText,Rediger egenskaper...
FileFilterMapImage,Bildefiler (*.jpg, *.jpeg, *.bmp, *.png, *.gif)|*.jpg;*.jpeg;*.bmp;*.png;*.gif|Alle filer (*.*)|*.*
MapFileDialogTitle,Velg kartbilde
MapDefaultName,Nytt kart
MapSaveNotYetSavedMessageText,Lagre endringer til kart "%1%"?
MapNameLabel,Navn:
MapImageLabel,Bilde:
CreateMapCommandText,Nytt kart...
MapEditMenuText,Rediger...
MapDeleteMenuText,Slett
MapDeleteQueryText,Er du sikker på at du vil slette kartet "%1%"?
MapEditTitle,Redigerer: %1%
MapSaveFailureText,Det oppstod en feil under lagring av kartet "%1%".
MapLoadImageError,Det oppstod en feil ved lasting av kartbilde.
MapDeleteImageError,Det oppstod en feil ved sletting av kartbilde.
MapForwardButtonText,Frem
MapForwardButtonToolTip,Gå til neste kart
MapBackButtonText,Tilbake
MapBackButtonToolTip,Gå til forrige kart
MapObjectIconButtonText,Vis som ikon
MapObjectIconViewConeCheckBoxText,Vis felt av visning
MapObjectRectangleButtonText,Vis som rektangel
MapObjectEllipseButtonText,Vis som ellipse
MapObjectPolygonButtonText,Vis som polygon
MapObjectPolygonResetButtonText,Tegn polygon på nytt
MapObjectPolygonEditText,Tegn et polygon på kartet.
MapObjectCameraRoiButtonText,Endre bildeområde...
MapObjectPolygonEditDoneLabel,Ferdig
MapObjectPolygonEditCancelLabel,Avbryt
MapCameraPolygonNoPointsError,Polygonet må ha minst tre punkter.
MapObjectShowLabelLabel,Vis navn
MapCameraRoiFormTitle,Endre bildeområde
MapCameraRoiFormCaption,Velg bildeområdet som skal strømmes når kameraet velges på kartet.
MapObjectDeleteText,Slett fra kart
MapObjectDeleteQuery,Er du sikker på at du vil slette dette objektet fra kartet?
MapEditLoadingTitle,Laster...

MapError,Et kart må ha navn og bilde.
MapImageSizeError,Bildet er for stort. Velg et annet bilde.
MapImageSizeWarning,Det valgte bildet overskrider 9 MP og kan forårsake ytelsesproblemer. Fortsette?
MapImageUnavailable,Kartbilde utilgjengelig

#################################################
# View Strings
#################################################




SaveMenuItemSaveAsNewViewText,Lagre som ny visning
SaveMenuItemUpdateSavedViewText,Oppdater lagret visning
SaveViewTabCommandToolTip,Lagre visning
CollaborateViewTabCommandToolTip,Samarbeid

SaveViewPanelSettingsClusterText,Sted:
SaveViewPanelSettingsNameText,Navn:
SaveViewPanelSettingsLogicalIDText,Logisk ID:
SaveViewSaveFailureText,Det oppstod en feil under lagring av visningen "%1%".

ShareViewPanelRequestUserText,Velg bruker:
ShareViewPanelRequestUserLabel,%1% på %2%
ShareViewPanelRequestNoUsersError,Kan ikke starte en samarbeidsøkt. Ingen andre brukere er logget på dette stedet.

ShareViewPanelResponseQuery,Vil du godta samarbeidsinvitasjon fra "%1%" på "%2%"?

ShareViewPanelResultAcceptedText,Bruker "%1%" på "%2%" ble med i samarbeidsøkten
ShareViewPanelResultRejectedText,Bruker "%1%" på "%2%" avslo samarbeidsøkten

SystemExplorerDeleteSavedView,Slett
SystemExplorerDeleteSavedViewCaption,Slett
SystemExplorerDeleteSavedViewText,Er du sikker på at du vil slette den lagrede visningen?

SystemExplorerDeleteSavedMonitorText,Er du sikker på at du vil slette virtuell matrise-monitoren?

SpawnViewWindowCommandText,Nytt vindu
SystemExplorerAddViewToNewTab,Åpne

SystemExplorerEditSavedView,Rediger...
SystemExplorerRenameSavedView,Endre navn
TabCloseToolTip,Lukk visning
NewTabToolTip,Ny oppgave

NewTaskCommandLabel,Ny oppgave...



ViewModeLiveCommandText,Direkte
ViewModeLiveCommandToolTip,Direktevisningsmodus
ViewModePlaybackCommandText,Opptak
ViewModePlaybackCommandToolTip,Opptaksvisningsmodus
ViewPanelTitle,Visning %1%

ViewLayoutCycleCommandToolTip,Gå gjennom visninger
ViewLayoutFullScreenCommandToolTip,Fullskjerm

EndFullScreenCommandText,Avslutt fullskjerm

ImageContextMenuLive,Direkte
ImageContextMenuPlayback,Opptak

FormEventsToolTip,Hendelser
FormOtherTasksToolTip,Programmeny

FormMinimizeToolTip,Minimer
FormMaximizeToolTip,Maksimer
FormRestoreToolTip,Gjenopprett ned
FormCloseToolTip,Lukk

#################################################
# Transaction View Strings
#################################################

TransactionViewContextMenuLive,Direkte
TransactionViewContextMenuPlayback,Opptak
TransactionViewDeviceToolTip,Vis kamera
TransactionViewDeviceSelectTitle,Velg kamera
TransactionViewDeviceSelectLabel,Velg kameraet som skal vises:


#################################################
# Layout Strings
#################################################

ViewLayoutCommandText,%1% inndelinger
ViewLayoutSingleDivisionCommandText,%1% inndeling

ViewLayoutDropMenuCommandToolTip,Endre oppsett
ViewLayoutEditCommandText,Rediger oppsett...
ViewLayoutMgmtFormTitle,Rediger oppsett

ViewLayoutEditListText,Oppsett:
ViewLayoutEditRowsText,Rader:
ViewLayoutEditColumnsText,Kolonner:
ViewLayoutEditRestoreDefaultsQuery,Er du sikker på at du vil gjenopprette alle standardoppsett?

ViewLayoutClipPlaybackText,Auto
ViewLayoutTooManyDevices,Kan ikke forhåndsvise alle strømmer. Maksimalt antall forhåndsvisninger som kan vises, er %1%.

#################################################
# System Tree String
#################################################

ChildPanelCloseToolTip,Lukk
ChildPanelFocusToolTip,Maksimer
ChildPanelUnfocusToolTip,Gjenopprett ned
 
#################################################
# System Tree String
#################################################

SystemTreeInactiveSearchText,Søk...
SystemObjectPickerItemsText,%1% elementer

#################################################
# Image Panel Strings
#################################################

ImagePanelRegionMaskingAddCommandText,Angi område
ImagePanelRegionMaskingRemoveCommandText,Tøm område
ImagePanelRegionMaskingDrawCommandText,Tegn
ImagePanelSelectAllText,Angi alle
ImagePanelClearAllText,Tøm alle
ImagePanelCameraLabel,Kamera:

ImageContextMenuEndStream,Lukk
ImageContextMenuFitToPanel,Tilpass til panel
ImageContextMenuZoomFullWide,Zoom ut fullt
ImageContextMenuMaximize,Maksimer
ImageContextMenuRestore,Gjenopprett ned
ImageContextMenuReplay30Sec,Spill på nytt - 30 sekunder
ImageContextMenuReplay60Sec,Spill på nytt - 60 sekunder
ImageContextMenuReplay90Sec,Spill på nytt - 90 sekunder
ImagePanelContextMenuSnapshot,Lagre øyeblikksbilde
ImagePanCommandToolTip,Panoreringsverktøy
ImagePanelCloseButtonToolTip,Lukk
ImagePanelFocusModeMaximizeToolTip,Maksimer
ImagePanelFocusModeRestoreToolTip,Gjenopprett ned
ImagePanelSnapshotToolTip,Lagre øyeblikksbilde
ImagePanelVolumeOnToolTip,Lytt
ImagePanelVolumeOffToolTip,Demp
ImagePanelVolumeLevelToolTip,Angi lydvolum
ImagePanelDefogModeOffToolTip,Av
ImagePanelDefogModeOnToolTip,På
ImagePanelDefogModeAutoToolTip,Automatisk
ImagePanelDefogLevelToolTip,Angi digitalt duggfjerningsnivå
ImagePanelClientMicrophoneToolTip,Trykk for å snakke
ImageZoomInCommandToolTip,Zoom inn-verktøy
ImageZoomNoneCommandToolTip,Markørverktøy
ImageZoomOutCommandToolTip,Zoom ut-verktøy
ImagePanelManualRecordStartToolTip,Start manuelt opptak
ImagePanelManualRecordStopToolTip,Stopp manuelt opptak
ImagePanelTriggerDigitalOutputToolTip,Utløs digital utgang
ImagePanelTriggerDigitalOutputSelectTitle,Velg digital utgang
ImagePanelTriggerDigitalOutputSelectLabel,Velg den digitale utgangen som skal utløses:
ImagePanelViewPosToolTip,Vis POS-transaksjoner
ImagePanelViewPosSelectTitle,Velg POS-kilde
ImagePanelViewPosSelectLabel,Velg POS-kilden du vil vise:

ImagePanelManualRecordStartError,Det oppstod en feil ved start av opptak.
ImagePanelManualRecordStartCommunicationError,Det oppstod en feil ved start av opptak.\nServeren støtter kanskje ikke manuelt opptak.

ImagePanelManualRecordStopError,Det oppstod en feil ved stopp av opptak.

ImagePanelArmToolTip,Armer panel
ImagePanelDisarmToolTip,Dearmer panel

ImagePanelAlertAckLabel,Kvitt
ImagePanelAlertCameraPreviousToolTip,Vis forrige kamera
ImagePanelAlertCameraNextToolTip,Vis neste kamera

ImagePanelSelectDigitalOutputLabel,Velg digital utgang:

ImagePanelPtzControls,PTZ-kontroller

#################################################
# Analytics Panel Strings
#################################################

AnalyticsMenuTruePerson,Sann person
AnalyticsMenuFalsePerson,Usann person
AnalyticsMenuTrueVehicle,Sant kjøretøy
AnalyticsMenuFalseVehicle,Usant kjøretøy
AnalyticsMenuNotUsed,Ikke i bruk

!AnalyticsAppearanceSearch,Appearance Search
!AnalyticsAppearanceSearchAddMatch,Add Match
!AnalyticsAppearanceSearchRemoveMatch,Remove Match
!AnalyticsAppearanceSearchRemoveResult,Remove Result
!AnalyticsAppearanceSearchAggregationNone,None
!AnalyticsAppearanceSearchAggregationMinimum,Minimum
!AnalyticsAppearanceSearchAggregationMaximum,Maximum
!AnalyticsAppearanceSearchAggregationMean,Mean


#################################################
# Overlay Strings
#################################################

DisplayGroupHeaderGeneral,Generelt:
MainMenuSubItemOverlays,Bildeoverlegg:
TimeZoneHeaderText,Tidsstempelsone:
CameraLocationOverlayCommandText,Kameraplassering
CameraNameOverlayCommandText,Kameranavn
MotionOverlayCommandText,Bevegelsesaktivitet
RecordSymbolOverlayCommandText,Opptaksindikator
FrameTimeOverlayCommandText,Tidsstempel for avspilling
FrameLiveTimeOverlayCommandText,Direkte-tidsstempel
LicensePlateOverlayCommandText,Nummerskilt
SessionDebugOverlayCommandText,Vis øktfeilsøkingsoverlegg
AnalyticsOverlayCommandText,Videoanalyseaktivitet
DeviceTimeZoneOverlayText,Vis enhetstid
LocalTimeZoneOverlayText,Vis lokal tid
DisplayAdjustmentSettingsHeaderText,Innstillinger for skjermjustering:

#################################################
# Bookmark Strings
#################################################

ContextMenuAddBookmark,Legg til bokmerke

BookmarkDefaultNewName,Nytt bokmerke

BookmarkFormTitle,Rediger bokmerke
BookmarkFormNameLabel,Navn:
BookmarkFormDeviceLabel,Kameraer:
BookmarkFormDescriptionLabel,Beskrivelse:
BookmarkFormProtectionLabel,Beskytt bokmerkedata
BookmarkFormPrivateLabel,Bokmerke er privat
BookmarkFormTimeRangeLabel,Tidsområde som skal bokmerkes:

BookmarkFormSavingLabel,Lagrer...

BookmarkPopupText,Start: %1%\nSlutt: %2%\nSted: %3%\nOpprettet av: %4%\nOpprettet:  %5%\n\n%6%
BookmarkPopupExportText,Eksport
BookmarkPopupEditText,Rediger
BookmarkPopupRemoveText,Slett

BookmarkRemoveQuery,Er du sikker på at du vil slette bokmerket "%1%"?

BookmarkTooLongError,Beskyttede bokmerker kan ikke ha en varighet på mer enn én dag.
BookmarkSaveError,Bokmerke kunne ikke lagres.
BookmarkNoDevicesError,Minst ett kamera må velges for å lagre bokmerket.

WebBookmarkPanelNameColumn,Navn
WebBookmarkPanelStartTimeColumn,Starttid 
WebBoomarkPanelTimeRangeError,Bokmerketidsområdet kan ikke slutte før det begynner. Endre starttiden for tidsområdet
WebBoomarkPanelTimeRangeInputInvalid,Tid er ugyldig. Endre feltene som er markert med rødt.

#################################################
# Transport Strings
#################################################

TransportFormPauseToolTip,Pause
TransportFormPlayToolTip,Spill av
TransportFormStepBackwardToolTip,Gå bakover
TransportFormStepForwardToolTip,Gå frem
DateTimeJumpButtonToolTip,Hopp til dato/tid


#################################################
# Timeline Strings
#################################################

TimelineDataLeftToolTip,Gå til forrige hendelse
TimelineDataRightToolTip,Gå til neste hendelse
TimelineLeft12HourToolTip,Gå tilbake 12 timer
TimelineLeft15MinToolTip,Gå tilbake 15 minutter
TimelineLeft15SecToolTip,Gå tilbake 15 sekunder
TimelineLeft30MinToolTip,Gå tilbake 30 minutter
TimelineLeft30SecToolTip,Gå tilbake 30 sekunder
TimelineLeft3HourToolTip,Gå tilbake 3 timer
TimelineLeft5MinToolTip,Gå tilbake 5 minutter
TimelineLeft5SecToolTip,Gå tilbake 5 sekunder
TimelineLeft6HourToolTip,Gå tilbake 6 timer
TimelineLeftDayToolTip,Gå tilbake en dag
TimelineLeftHourToolTip,Gå tilbake en time
TimelineLeftMinToolTip,Gå tilbake et minutt
TimelineLeftMonthToolTip,Gå tilbake en måned
TimelineLeftQuarterToolTip,Gå tilbake 3 måneder
TimelineLeftSecToolTip,Gå tilbake et sekund
TimelineLeftWeekToolTip,Gå tilbake en uke
